EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,Cluster,Cluster_Label,dim_1,dim_2
1284,40,,Non-Travel,1142,Research & Development,8,2,Life Sciences,1,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Y,Yes,18,3,3,80,0,8,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,40-49,6-10 km,0,,1.704181356580982,-4.2403377067669785
1285,29,1.0,Travel_Rarely,341,Sales,1,3,Medical,1,2,Female,48,2,1,Sales Representative,3,Divorced,2800,23522,6,Y,Yes,19,3,3,80,3,5,3,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,2,Risiko Rendah,-2.8537602233990116,-0.4415484232507114
1286,40,0.0,Travel_Rarely,759,Sales,2,2,Marketing,1,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,2,Risiko Rendah,0.8246554367705821,-0.7309472574238761
1287,30,1.0,Travel_Frequently,334,Sales,26,4,Marketing,1,3,Female,52,2,2,Sales Executive,1,Single,6696,22967,5,Y,No,15,3,3,80,0,9,5,2,6,3,0,1,Sedang (5000-10000),Baru Dipromosikan,30-39,21-30 km,2,Risiko Rendah,0.6686235405919796,1.3248543506754735
1288,42,0.0,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,4,Female,43,2,2,Manufacturing Director,4,Married,6062,4051,9,Y,Yes,13,3,4,80,1,8,4,3,4,3,0,2,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,-1,Risiko Tinggi,,
1289,41,0.0,Non-Travel,509,Research & Development,2,4,Other,1,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,2,Risiko Rendah,-1.434168687778602,0.1697954757372542
1290,42,,Non-Travel,335,Research & Development,23,2,Life Sciences,1,4,Male,37,2,2,Research Scientist,3,Single,4332,14811,1,Y,No,12,3,4,80,0,20,2,3,20,9,3,7,Rendah (< 5000),3-5 Tahun,40-49,21-30 km,2,Risiko Rendah,0.8534548039589271,0.7187273391303183
1291,42,0.0,Non-Travel,495,Research & Development,2,1,Life Sciences,1,3,Male,37,3,4,Manager,3,Married,17861,26582,0,Y,Yes,13,3,4,80,0,21,3,2,20,8,2,10,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,2,Risiko Rendah,0.5888068770972791,-1.5509519643985026
1292,25,0.0,Travel_Rarely,622,Sales,13,1,Medical,1,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,2,Risiko Rendah,0.016027908770828592,0.6727972527308097
1293,32,,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,2,Risiko Rendah,0.17168703098581245,1.8068685408976537
1294,43,,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,1,Male,92,3,2,Sales Executive,4,Married,5675,19246,1,Y,No,20,4,3,80,1,7,5,3,7,7,7,7,Sedang (5000-10000),> 5 Tahun,40-49,0-5 km,2,Risiko Rendah,1.1779170326973287,0.05466847559061589
1295,26,,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,2,Female,90,2,1,Research Scientist,3,Married,2933,14908,1,Y,Yes,13,3,3,80,1,1,3,2,1,0,1,0,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,,2.160267671463845,-2.103538885150984
1296,38,,Travel_Rarely,903,Research & Development,2,3,Medical,1,3,Male,81,3,2,Manufacturing Director,2,Married,4855,7653,4,Y,No,11,3,1,80,2,7,2,3,5,2,1,4,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,1.4015390710291928,0.412881318453767
1297,31,1.0,Travel_Rarely,1365,Sales,13,4,Medical,1,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2,Rendah (< 5000),1-2 Tahun,30-39,11-20 km,2,Risiko Rendah,1.598350439526393,1.1018035502183032
1298,27,,Travel_Rarely,155,Research & Development,4,3,Life Sciences,1,2,Male,87,4,2,Manufacturing Director,2,Married,6142,5174,1,Y,Yes,20,4,2,80,1,6,0,3,6,2,0,3,Sedang (5000-10000),Baru Dipromosikan,< 30,0-5 km,2,Risiko Rendah,-1.2203403768615615,-0.4159158839008038
1299,41,0.0,Travel_Rarely,483,Research & Development,6,3,Medical,1,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Y,Yes,15,3,4,80,0,8,3,3,5,4,1,2,Sedang (5000-10000),1-2 Tahun,40-49,6-10 km,2,Risiko Rendah,-0.9257701725965266,-1.8535646847472442
1300,36,0.0,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,3,Female,53,3,2,Manufacturing Director,2,Single,5410,2323,9,Y,Yes,11,3,4,80,0,18,2,3,16,14,5,12,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,2,Risiko Rendah,-1.036245750012966,-1.4416599750462895
1301,38,0.0,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2,Sedang (5000-10000),1-2 Tahun,30-39,11-20 km,2,Risiko Rendah,1.3703910263680477,1.3424887193145993
1302,35,0.0,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,1,4,Female,40,4,1,Research Scientist,3,Single,2506,13301,3,Y,No,13,3,3,80,0,7,0,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,-1,Risiko Tinggi,,
1303,45,0.0,Non-Travel,1050,Sales,9,4,Life Sciences,1,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12,Sedang (5000-10000),3-5 Tahun,40-49,6-10 km,2,Risiko Rendah,1.0004900555981073,0.8200363567260344
1304,47,0.0,Travel_Frequently,217,Sales,3,3,Medical,1,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10225,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13,Tinggi (10000-15000),> 5 Tahun,40-49,0-5 km,2,Risiko Rendah,0.8875338595235833,-0.8426864227034135
1305,56,0.0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2,Sangat Tinggi (>15000),3-5 Tahun,50+,0-5 km,2,Risiko Rendah,1.8863292625321901,-0.994686780997859
1306,32,,Travel_Rarely,234,Sales,1,4,Medical,1,2,Male,68,2,1,Sales Representative,2,Married,2269,18024,0,Y,No,14,3,2,80,1,3,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,-1,Risiko Tinggi,,
1307,59,0.0,Non-Travel,1420,Human Resources,2,4,Human Resources,1,3,Female,32,2,5,Manager,4,Married,18844,21922,9,Y,No,21,4,4,80,1,30,3,3,3,2,2,2,Sangat Tinggi (>15000),1-2 Tahun,50+,0-5 km,0,,3.1211435800608482,-2.592685275063544
1308,28,1.0,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,1,Female,67,1,1,Research Scientist,2,Single,2216,3872,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7,Rendah (< 5000),3-5 Tahun,< 30,0-5 km,2,Risiko Rendah,-2.032064334506836,-0.9466120113020274
1309,50,1.0,Travel_Frequently,959,Sales,1,4,Other,1,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,50+,0-5 km,2,Risiko Rendah,-1.453388037970323,-2.6948303999935037
1310,30,0.0,Travel_Rarely,946,Research & Development,2,3,Medical,1,3,Female,52,2,2,Manufacturing Director,4,Single,6877,20234,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,0.35310483829576117,-0.5784314365545751
1311,30,0.0,Travel_Rarely,125,Research & Development,9,2,Medical,1,4,Male,83,2,1,Laboratory Technician,3,Single,2206,16117,1,Y,No,13,3,1,80,0,10,5,3,10,0,1,8,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,2,Risiko Rendah,0.2931699972983053,0.852071599563216
1312,30,,Travel_Rarely,945,Sales,9,3,Medical,1,2,Male,89,3,1,Sales Representative,4,Single,1081,16019,1,Y,No,13,3,3,80,0,1,3,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,-1,Risiko Tinggi,,
1313,21,0.0,Non-Travel,895,Sales,9,2,Medical,1,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,2,Risiko Rendah,-1.413236365170657,0.6558176108673454
1314,35,1.0,Travel_Rarely,622,Research & Development,14,4,Other,1,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,Y,Yes,24,4,4,80,1,5,2,1,4,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,2,Risiko Rendah,-0.6335561530724624,0.7106474736748568
1315,40,0.0,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7,Rendah (< 5000),1-2 Tahun,40-49,6-10 km,2,Risiko Rendah,-1.6763871594827269,-1.3590714487426083
1316,31,,Travel_Rarely,196,Sales,29,4,Marketing,1,1,Female,91,2,2,Sales Executive,4,Married,5468,13402,1,Y,No,14,3,1,80,2,13,3,3,12,7,5,7,Sedang (5000-10000),3-5 Tahun,30-39,21-30 km,2,Risiko Rendah,1.1611306256501448,1.98048877135323
1317,56,0.0,Travel_Rarely,832,Research & Development,9,3,Medical,1,3,Male,81,3,4,Healthcare Representative,4,Married,11103,20420,7,Y,No,11,3,3,80,0,30,1,2,10,7,1,1,Tinggi (10000-15000),1-2 Tahun,50+,6-10 km,2,Risiko Rendah,0.6618245196568706,-0.6914050826643184
1318,44,,Travel_Frequently,429,Research & Development,1,2,Medical,1,3,Male,99,3,1,Research Scientist,2,Divorced,2342,11092,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,2,Risiko Rendah,-0.15746339291404227,0.27500608400703985
1319,46,0.0,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,Y,No,11,3,1,80,1,25,2,3,4,2,0,3,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,11-20 km,2,Risiko Rendah,2.662674204430709,-0.4951477229235166
1320,40,0.0,Travel_Rarely,905,Research & Development,19,2,Medical,1,3,Male,99,3,2,Laboratory Technician,4,Married,2741,16523,8,Y,Yes,15,3,3,80,1,15,2,4,7,2,3,7,Rendah (< 5000),3-5 Tahun,40-49,11-20 km,2,Risiko Rendah,-0.27459218985018075,-1.7058220949057785
1321,46,0.0,Travel_Rarely,945,Human Resources,5,2,Medical,1,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,8,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,2,Risiko Rendah,-0.9482807940845398,-1.4633529434877084
1322,35,0.0,Travel_Rarely,776,Sales,1,4,Marketing,1,3,Male,32,2,2,Sales Executive,1,Single,4312,23016,0,Y,No,14,3,2,80,0,16,2,3,15,13,2,8,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,1.0079471470973962,-0.18451872233331987
1323,40,0.0,Travel_Frequently,593,Research & Development,9,4,Medical,1,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13,Tinggi (10000-15000),1-2 Tahun,40-49,6-10 km,2,Risiko Rendah,0.6396942830087857,0.3280052811723879
1324,36,0.0,Non-Travel,427,Research & Development,8,3,Life Sciences,1,1,Female,63,4,3,Research Director,1,Married,11713,20335,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5,Tinggi (10000-15000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,2.0585115871488364,1.5601097538128395
1325,43,0.0,Travel_Rarely,930,Research & Development,6,3,Medical,1,1,Female,73,2,2,Research Scientist,3,Single,4081,20003,1,Y,Yes,14,3,1,80,0,20,3,1,20,7,1,8,Rendah (< 5000),1-2 Tahun,40-49,6-10 km,-1,Risiko Tinggi,,
1326,31,0.0,Travel_Frequently,444,Sales,5,3,Marketing,1,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,1,Risiko Sedang,-13.9037470945964,8.030516896040888
1327,36,0.0,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,3,Male,36,3,1,Human Resources,2,Married,2143,25527,4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,2,Risiko Rendah,-0.06093244431023882,0.8956976985663612
1328,36,0.0,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7,Tinggi (10000-15000),> 5 Tahun,30-39,0-5 km,2,Risiko Rendah,-0.5593690273910479,-1.6583564951381349
1329,45,0.0,Travel_Rarely,954,Sales,2,2,Technical Degree,1,2,Male,46,1,2,Sales Representative,3,Single,6632,12388,0,Y,No,13,3,1,80,0,9,3,3,8,7,3,1,Sedang (5000-10000),3-5 Tahun,40-49,0-5 km,2,Risiko Rendah,1.2161737846426566,0.2246593618326594
1330,27,0.0,Non-Travel,1450,Research & Development,3,3,Medical,1,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Y,Yes,15,3,4,80,1,1,2,2,1,1,0,1,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,,1.6306828130898658,-2.7095501594330638
1331,51,0.0,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,1,Male,51,3,5,Research Director,3,Single,19537,6462,7,Y,No,13,3,3,80,0,23,5,3,20,18,15,15,Sangat Tinggi (>15000),> 5 Tahun,50+,6-10 km,2,Risiko Rendah,1.419306127406391,0.40339903621844597
1332,53,0.0,Travel_Frequently,124,Sales,2,3,Marketing,1,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,Sedang (5000-10000),> 5 Tahun,50+,0-5 km,2,Risiko Rendah,1.7985220397246957,0.9359684469806301
1333,31,1.0,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,2,Risiko Rendah,-0.22012367838779312,1.9806016794096843
1334,35,0.0,Travel_Rarely,1343,Research & Development,27,1,Medical,1,3,Female,53,2,1,Research Scientist,1,Single,2559,17852,1,Y,No,11,3,4,80,0,6,3,2,6,5,1,1,Rendah (< 5000),1-2 Tahun,30-39,21-30 km,2,Risiko Rendah,-0.4885356457996327,1.0798643055894668
1335,27,0.0,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1,2,Male,91,3,1,Laboratory Technician,1,Married,2099,7679,0,Y,No,14,3,2,80,0,6,3,4,5,0,1,4,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,2,Risiko Rendah,-0.07808917365688765,1.0794818885138664
1336,27,0.0,Travel_Rarely,1469,Research & Development,1,2,Medical,1,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,2,Risiko Rendah,-0.22155932882632662,0.06931225775094399
1337,34,0.0,Travel_Rarely,470,Research & Development,2,4,Life Sciences,1,4,Male,84,2,2,Manufacturing Director,1,Married,5957,23687,6,Y,No,13,3,2,80,1,13,3,3,11,9,5,9,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,2,Risiko Rendah,1.2554483573482875,0.2934582392404879
1338,38,,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,1,Male,72,2,2,Manufacturing Director,3,Married,5321,14284,2,Y,No,11,3,4,80,1,10,1,3,8,3,7,7,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,2,Risiko Rendah,0.8232009068826498,0.05432687094167094
1339,24,0.0,Travel_Rarely,1353,Sales,3,2,Other,1,1,Female,33,3,2,Sales Executive,3,Married,4999,17519,0,Y,No,21,4,1,80,1,4,2,2,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,2,Risiko Rendah,1.8544900241300277,1.3964478506272615
1340,44,,Travel_Rarely,136,Research & Development,28,3,Life Sciences,1,4,Male,32,3,4,Research Director,1,Married,16328,22074,3,Y,No,13,3,3,80,1,24,1,4,20,6,14,17,Sangat Tinggi (>15000),> 5 Tahun,40-49,21-30 km,2,Risiko Rendah,0.7919584444150081,0.04694915055622785
1341,43,,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11,Sangat Tinggi (>15000),> 5 Tahun,40-49,11-20 km,2,Risiko Rendah,1.5873466121921367,1.3250406468869416
1342,38,0.0,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1,4,Male,57,4,1,Research Scientist,3,Divorced,2610,15748,1,Y,No,11,3,4,80,3,4,2,3,4,2,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,-1.1728573104275917,-0.8737978759451035
1343,33,,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1,Female,74,3,3,Sales Executive,1,Single,8564,10092,2,Y,Yes,20,4,3,80,0,11,2,2,0,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,-1,Risiko Tinggi,,
1344,41,0.0,Non-Travel,256,Sales,10,2,Medical,1,3,Male,40,1,2,Sales Executive,2,Single,6151,22074,1,Y,No,13,3,1,80,0,19,4,3,19,2,11,9,Sedang (5000-10000),> 5 Tahun,40-49,6-10 km,2,Risiko Rendah,1.3342517684618134,2.0499593337761404
1345,46,0.0,Travel_Rarely,488,Sales,2,3,Technical Degree,1,3,Female,75,1,4,Manager,2,Married,16872,14977,3,Y,Yes,12,3,2,80,1,28,2,2,7,7,7,7,Sangat Tinggi (>15000),> 5 Tahun,40-49,0-5 km,2,Risiko Rendah,1.9687497268496787,0.2147797523956883
1346,42,,Travel_Rarely,1210,Research & Development,2,3,Medical,1,3,Male,68,2,1,Laboratory Technician,2,Married,4841,24052,4,Y,No,14,3,2,80,1,4,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,2,Risiko Rendah,2.469570669768891,-1.02203627075047
1347,30,0.0,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,2,Female,83,3,2,Sales Executive,3,Single,6577,19558,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4,Sedang (5000-10000),3-5 Tahun,30-39,11-20 km,2,Risiko Rendah,0.9662754973976944,0.4576060530191847
1348,46,0.0,Travel_Rarely,430,Research & Development,1,4,Medical,1,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,-1,Risiko Tinggi,,
1349,36,,Travel_Rarely,430,Research & Development,2,4,Other,1,4,Female,73,3,2,Research Scientist,2,Married,6962,19573,4,Y,Yes,22,4,4,80,1,15,2,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,-1.4926910078602043,-1.9336008109780451
1350,27,0.0,Travel_Rarely,975,Research & Development,7,3,Medical,1,4,Female,55,2,2,Healthcare Representative,1,Single,6811,23398,8,Y,No,19,3,1,80,0,9,2,1,7,6,0,7,Sedang (5000-10000),Baru Dipromosikan,< 30,6-10 km,2,Risiko Rendah,1.2694619936935123,1.3625547349709901
1351,32,0.0,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,-1.0921933653838907,-2.181175811052674
1352,21,,Travel_Rarely,546,Research & Development,5,1,Medical,1,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,Y,No,18,3,3,80,0,3,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,Risiko Sedang,-14.057468232060646,7.934115561631971
1353,41,0.0,Travel_Rarely,896,Sales,6,3,Life Sciences,1,4,Female,75,3,3,Manager,4,Single,13591,14674,3,Y,Yes,18,3,3,80,0,16,3,3,1,0,0,0,Tinggi (10000-15000),Baru Dipromosikan,40-49,6-10 km,2,Risiko Rendah,-2.516094764446547,-1.4531379629269154
1354,21,1.0,Travel_Frequently,756,Sales,1,1,Technical Degree,1,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Y,Yes,11,3,3,80,0,3,3,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,2,Risiko Rendah,-2.878856708116883,-0.6115849865545014
1355,34,0.0,Travel_Frequently,560,Research & Development,1,4,Other,1,4,Male,91,3,1,Research Scientist,1,Divorced,2996,20284,5,Y,No,14,3,3,80,2,10,2,3,4,3,1,3,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,-0.5150523535392626,0.22112323278533197
1356,36,0.0,Travel_Frequently,566,Research & Development,18,4,Life Sciences,1,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,2,Risiko Rendah,1.8422191444298592,-2.4965763732975916
1357,34,0.0,Travel_Frequently,303,Sales,2,4,Marketing,1,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,Y,No,18,3,4,80,1,6,3,3,4,3,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,-0.9574279160107005,-0.44254426761634763
1358,38,,Travel_Rarely,833,Research & Development,18,3,Medical,1,2,Male,60,1,2,Healthcare Representative,4,Married,5811,24539,3,Y,Yes,16,3,3,80,1,15,2,3,1,0,1,0,Sedang (5000-10000),1-2 Tahun,30-39,11-20 km,2,Risiko Rendah,-1.5596916319861631,-1.6721607218716013
1359,26,1.0,Travel_Rarely,1357,Research & Development,25,3,Life Sciences,1,1,Male,48,1,1,Laboratory Technician,3,Single,2293,10558,1,Y,No,12,3,3,80,0,1,2,2,1,0,0,1,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,0,,2.2170294877015273,-1.7966514633407424
1360,38,,Travel_Frequently,148,Research & Development,2,3,Medical,1,4,Female,42,2,1,Laboratory Technician,2,Single,2440,23826,1,Y,No,22,4,2,80,0,4,3,3,4,3,3,3,Rendah (< 5000),3-5 Tahun,30-39,0-5 km,2,Risiko Rendah,-0.47825382851502585,0.09546520242678123
1361,48,0.0,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,2,Risiko Rendah,1.8885380867705672,-1.7432303011867567
1362,53,0.0,Travel_Rarely,1084,Research & Development,13,2,Medical,1,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,Rendah (< 5000),1-2 Tahun,50+,11-20 km,2,Risiko Rendah,0.8310756371184358,-0.3400589241115409
1363,39,0.0,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,1,Male,44,2,2,Sales Executive,4,Married,6120,3567,3,Y,Yes,12,3,4,80,2,8,2,4,5,4,1,4,Sedang (5000-10000),1-2 Tahun,30-39,21-30 km,2,Risiko Rendah,-0.17282743369206346,-1.2628059356286743
1364,32,,Travel_Rarely,414,Sales,2,4,Marketing,1,3,Male,82,2,2,Sales Executive,2,Single,9907,26186,7,Y,Yes,12,3,3,80,0,7,3,2,2,2,2,2,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,,3.7998203549960676,-1.7532176892793536
1365,34,,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1,4,Male,93,3,2,Laboratory Technician,1,Married,5346,6208,4,Y,No,17,3,3,80,1,11,3,2,7,1,0,7,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,0.4326952135319959,0.20858391233758938
1366,38,,Travel_Frequently,1394,Research & Development,8,3,Medical,1,4,Female,58,2,2,Research Scientist,2,Divorced,2133,18115,1,Y,Yes,16,3,3,80,1,20,3,3,20,11,0,7,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,-1,Risiko Tinggi,,
1367,34,,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,1,2,Male,45,3,2,Research Scientist,4,Married,5484,13008,9,Y,No,17,3,2,80,1,9,3,2,2,2,2,1,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,,3.7606346108198703,-2.023846042325107
1368,31,0.0,Travel_Rarely,326,Sales,8,2,Life Sciences,1,1,Male,31,3,3,Sales Executive,4,Divorced,10793,8386,1,Y,No,18,3,1,80,1,13,5,3,13,7,9,9,Tinggi (10000-15000),> 5 Tahun,30-39,6-10 km,2,Risiko Rendah,1.55426784994055,1.4614674346020304
1369,27,0.0,Travel_Frequently,793,Sales,2,1,Life Sciences,1,4,Male,43,1,2,Sales Executive,4,Single,5071,20392,3,Y,No,20,4,2,80,0,8,3,3,6,2,0,0,Sedang (5000-10000),Baru Dipromosikan,< 30,0-5 km,2,Risiko Rendah,0.6705692666690357,-1.1372160464444947
1370,45,0.0,Travel_Rarely,930,Sales,9,3,Marketing,1,4,Male,74,3,3,Sales Executive,1,Divorced,10761,19239,4,Y,Yes,12,3,3,80,1,18,2,3,5,4,0,2,Tinggi (10000-15000),Baru Dipromosikan,40-49,6-10 km,2,Risiko Rendah,-0.4057606226377769,-1.7040879774410338
