EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,OverTime_Numeric,Income_Level,Satisfaction_Index,Career_Progress,Stability_Factor,Work_Life_Balance_Impact,Distance_Strain,Promotion_Expectation,Experience_vs_Tenure,Loyalty_Index,Compensation_Satisfaction,Turnover_Risk,Career_Stagnation,Cluster,Cluster_Label,Dim1,Dim2
1028,42,0.0,Travel_Rarely,532,Research & Development,4,2,Technical Degree,1,3,Male,58,3,5,Manager,4,Married,19232,4933,1,Y,No,11,3,4,80,0,22,3,3,22,17,11,15,Sangat Tinggi (>15000),> 5 Tahun,40-49,0-5 km,0,3846.4,3.5,0.4166666666666667,11.0,3,1.2903225806451613,0.21739130434782608,0.0,44.0,167.23478260869567,0.0,0.4782608695652174,0,Risiko Rendah (Cluster 0),-26.369846817652267,-0.1909330799253015
1029,58,0.0,Travel_Rarely,682,Sales,10,4,Medical,1,4,Male,37,3,4,Sales Executive,3,Single,13872,24409,0,Y,No,13,3,3,80,0,38,1,2,37,10,1,8,Tinggi (10000-15000),1-2 Tahun,50+,6-10 km,0,3468.0,3.0,2.0,37.0,2,4.761904761904762,0.10256410256410256,0.02564102564102564,111.0,88.92307692307692,0.0,0.02631578947368421,0,Risiko Rendah (Cluster 0),-26.378145308361834,-0.004607008701512638
1030,37,0.0,Travel_Rarely,1192,Research & Development,5,2,Medical,1,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347,23177,7,Y,No,16,3,3,80,2,8,2,2,6,2,0,4,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,0,3173.5,3.25,2.0,0.75,2,2.380952380952381,0.2222222222222222,0.2222222222222222,3.0,352.6111111111111,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.3680732701996,-0.24746478136171626
1031,39,0.0,Travel_Frequently,945,Research & Development,22,3,Medical,1,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8,Tinggi (10000-15000),1-2 Tahun,30-39,21-30 km,1,3626.6666666666665,2.75,1.0,10.5,0,7.096774193548387,0.13636363636363635,0.0,10.5,164.84848484848484,7.096774193548387,0.09090909090909091,1,Risiko Tinggi (Cluster 1),762.4323710409179,51.75743348233711
1032,26,0.0,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,1,Female,89,3,1,Research Scientist,4,Married,2061,11133,1,Y,No,21,4,1,80,0,1,5,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,2061.0,2.25,1.0,0.5,3,0.9677419354838709,0.5,0.0,2.0,1030.5,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368382236966916,-0.23730011157211955
1033,24,0.0,Travel_Frequently,897,Human Resources,10,3,Medical,1,1,Male,59,3,1,Human Resources,4,Married,2145,2097,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,0,2145.0,3.0,0.3333333333333333,2.0,3,3.225806451612903,0.25,0.25,8.0,536.25,0.0,0.6666666666666666,0,Risiko Rendah (Cluster 0),-26.368173430064722,-0.24000840998037967
1034,34,0.0,Travel_Rarely,1239,Sales,13,4,Medical,1,4,Male,39,3,3,Sales Executive,3,Divorced,8628,22914,1,Y,No,18,3,3,80,1,9,2,2,8,7,1,1,Sedang (5000-10000),1-2 Tahun,30-39,11-20 km,0,2876.0,3.0,1.5,4.0,2,6.19047619047619,0.3,0.1,12.0,287.6,0.0,0.1111111111111111,0,Risiko Rendah (Cluster 0),-26.367863651010055,-0.24083410926073498
1035,31,0.0,Travel_Rarely,691,Sales,7,3,Marketing,1,4,Male,73,3,2,Sales Executive,4,Divorced,7547,7143,4,Y,No,12,3,4,80,3,13,3,3,7,7,1,7,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,0,3773.5,3.75,1.0,1.4,3,2.258064516129032,0.14285714285714285,0.42857142857142855,5.6,269.5357142857143,0.0,0.125,0,Risiko Rendah (Cluster 0),-26.36820768815935,-0.24623379634602047
1036,45,0.0,Travel_Rarely,1268,Sales,4,2,Life Sciences,1,3,Female,30,3,2,Sales Executive,1,Divorced,5006,6319,4,Y,Yes,11,3,1,80,1,9,3,4,5,4,0,3,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,1,2503.0,2.25,2.0,1.0,0,0.9756097560975611,0.2,0.4,1.0,250.3,0.9756097560975611,0.0,0,Risiko Rendah (Cluster 0),-23.915154934313776,-1.0627024044395852
1037,26,0.0,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1,Y,No,23,4,4,80,1,8,3,3,8,7,5,7,Rendah (< 5000),3-5 Tahun,< 30,21-30 km,0,2942.0,3.25,0.16666666666666666,4.0,3,8.064516129032258,0.1111111111111111,0.0,12.0,326.8888888888889,0.0,0.5555555555555556,0,Risiko Rendah (Cluster 0),-26.367862862829707,-0.23184536214986956
1038,28,1.0,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,1,3,Male,50,3,1,Laboratory Technician,3,Single,3441,11179,1,Y,Yes,13,3,3,80,0,2,3,2,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,3441.0,2.75,0.3333333333333333,1.0,0,2.380952380952381,0.3333333333333333,0.0,3.0,1147.0,0.7936507936507936,0.6666666666666666,0,Risiko Rendah (Cluster 0),-24.995328414969258,0.49644098018938543
1039,35,0.0,Travel_Rarely,195,Sales,1,3,Medical,1,1,Female,80,3,2,Sales Executive,3,Single,4859,6698,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,2429.5,2.75,2.0,2.5,3,0.3225806451612903,0.3333333333333333,0.0,7.5,404.9166666666667,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36822380762848,-0.24611114452591878
1040,30,0.0,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,2097.0,2.75,0.5,1.0,1,2.727272727272727,0.1,0.4,4.0,209.7,0.0,0.16666666666666666,0,Risiko Rendah (Cluster 0),-26.367937563450987,-0.24382111371028137
1041,34,0.0,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,2016.5,3.25,2.0,1.0,2,0.9523809523809523,0.3333333333333333,0.3333333333333333,3.0,336.0833333333333,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368157988992728,-0.24642335023606265
1042,40,0.0,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1,1,Male,98,3,4,Manager,1,Divorced,16823,18991,2,Y,No,11,3,1,80,1,22,3,3,19,7,11,16,Sangat Tinggi (>15000),> 5 Tahun,40-49,0-5 km,0,4205.75,1.5,0.3333333333333333,6.333333333333333,3,0.3225806451612903,0.17391304347826086,0.13043478260869565,6.333333333333333,182.8586956521739,0.0,0.55,0,Risiko Rendah (Cluster 0),-26.368068765254826,-0.22391326596624156
1043,27,0.0,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,1,2,Male,41,3,1,Research Scientist,2,Married,2226,6073,1,Y,No,11,3,3,80,1,6,3,2,5,3,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,2226.0,2.25,0.5,2.5,2,0.9523809523809523,0.14285714285714285,0.14285714285714285,5.0,318.0,0.0,0.16666666666666666,0,Risiko Rendah (Cluster 0),-26.367990186649518,-0.24336164939746713
1044,39,0.0,Travel_Rarely,613,Research & Development,6,1,Medical,1,4,Male,42,2,3,Healthcare Representative,1,Married,9991,21457,4,Y,No,15,3,1,80,1,9,5,3,7,7,1,7,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,0,3330.3333333333335,2.25,1.5,1.4,3,1.9354838709677418,0.3,0.2,1.4,333.03333333333336,0.0,0.125,0,Risiko Rendah (Cluster 0),-26.36784072679529,-0.24878817400077907
1045,43,0.0,Travel_Rarely,415,Sales,25,3,Medical,1,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0,Tinggi (10000-15000),Baru Dipromosikan,40-49,21-30 km,0,3599.3333333333335,3.25,3.0,0.16666666666666666,3,8.064516129032258,0.15789473684210525,0.8947368421052632,0.6666666666666666,189.43859649122808,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367412663190443,-0.26310027974574945
1046,35,0.0,Travel_Rarely,755,Research & Development,9,4,Life Sciences,1,3,Male,97,2,2,Healthcare Representative,2,Single,6540,19394,9,Y,No,19,3,3,80,0,10,5,3,1,1,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,0,3270.0,2.75,2.0,0.1,3,2.903225806451613,0.18181818181818182,0.8181818181818182,0.2,297.27272727272725,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367817238823456,-0.2542448629470214
1047,35,0.0,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Y,Yes,15,3,4,80,3,15,2,3,7,7,1,7,Sedang (5000-10000),1-2 Tahun,30-39,11-20 km,1,4483.0,2.75,1.0,1.75,0,5.483870967741935,0.125,0.5,1.75,280.1875,5.483870967741935,0.125,0,Risiko Rendah (Cluster 0),340.810698113627,-9.904026098569593
1048,47,0.0,Travel_Rarely,1180,Research & Development,25,3,Medical,1,1,Male,84,3,3,Healthcare Representative,3,Single,8633,13084,2,Y,No,23,4,2,80,0,25,3,3,17,14,12,11,Sedang (5000-10000),> 5 Tahun,40-49,21-30 km,0,2877.6666666666665,2.25,0.23076923076923078,5.666666666666667,3,8.064516129032258,0.11538461538461539,0.3076923076923077,17.0,110.67948717948717,0.0,0.6666666666666666,0,Risiko Rendah (Cluster 0),-26.367705231505507,-0.21299909204179765
1049,54,0.0,Travel_Rarely,548,Research & Development,8,4,Life Sciences,1,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,Y,No,11,3,3,80,0,19,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,50+,6-10 km,0,1890.0,3.0,2.0,0.125,3,2.5806451612903225,0.1,0.9,0.375,94.5,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367850605478548,-0.2553363759505598
1050,35,0.0,Travel_Rarely,763,Sales,15,2,Medical,1,1,Male,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Y,Yes,14,3,4,80,2,7,2,2,2,2,2,2,Sedang (5000-10000),1-2 Tahun,30-39,11-20 km,1,2720.0,2.75,0.6666666666666666,0.2857142857142857,0,7.142857142857142,0.25,0.625,1.1428571428571428,340.0,1.7857142857142856,0.6666666666666666,0,Risiko Rendah (Cluster 0),-12.489790760277527,-0.2265577875990684
1051,35,0.0,Travel_Rarely,682,Sales,18,4,Medical,1,2,Male,71,3,2,Sales Executive,1,Married,5561,15975,0,Y,No,16,3,4,80,1,6,2,1,5,3,0,4,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,0,2780.5,2.0,2.0,5.0,1,16.363636363636363,0.2857142857142857,0.14285714285714285,5.0,397.2142857142857,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36652928827809,-0.24068968427030932
1052,20,0.0,Travel_Rarely,654,Sales,21,3,Marketing,1,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,Y,No,17,3,4,80,0,2,2,3,2,1,2,2,Rendah (< 5000),1-2 Tahun,< 30,21-30 km,0,2678.0,3.5,0.3333333333333333,1.0,3,6.774193548387097,0.3333333333333333,0.0,4.0,892.6666666666666,0.0,0.6666666666666666,0,Risiko Rendah (Cluster 0),-26.368121433918706,-0.23304633792662338
1053,33,1.0,Travel_Rarely,527,Research & Development,1,4,Other,1,4,Male,63,3,1,Research Scientist,4,Single,2686,5207,1,Y,Yes,13,3,3,80,0,10,2,2,10,9,7,8,Rendah (< 5000),> 5 Tahun,30-39,0-5 km,1,2686.0,3.25,0.125,5.0,0,0.47619047619047616,0.09090909090909091,0.0,20.0,244.1818181818182,0.11904761904761904,0.6363636363636364,0,Risiko Rendah (Cluster 0),-26.35553525105404,-0.17106387248574223
1054,36,0.0,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,1,Male,80,4,2,Laboratory Technician,1,Married,5562,19711,3,Y,Yes,13,3,4,80,1,9,3,3,3,2,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,1,2781.0,2.25,2.0,0.75,0,1.9354838709677418,0.2,0.6,0.75,278.1,1.9354838709677418,0.0,0,Risiko Rendah (Cluster 0),-9.025413752139968,-3.7766460138878113
1055,41,0.0,Travel_Frequently,840,Research & Development,9,3,Medical,1,1,Male,64,3,5,Research Director,3,Divorced,19419,3735,2,Y,No,17,3,2,80,1,21,2,4,18,16,0,11,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,6-10 km,0,3883.8,2.5,5.0,6.0,4,2.1951219512195124,0.22727272727272727,0.13636363636363635,18.0,176.53636363636363,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368262238795126,-0.2570325408754571
1056,56,0.0,Travel_Rarely,206,Human Resources,8,4,Life Sciences,1,4,Male,99,3,5,Manager,2,Single,19717,4022,6,Y,No,14,3,1,80,0,36,4,3,7,3,7,7,Sangat Tinggi (>15000),> 5 Tahun,50+,6-10 km,0,3943.4,2.5,0.625,1.0,3,2.5806451612903225,0.13513513513513514,0.7837837837837838,2.0,106.57837837837837,0.0,0.875,0,Risiko Rendah (Cluster 0),-26.367638258654253,-0.25061965242562007
1057,36,0.0,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1,Male,80,3,2,Healthcare Representative,3,Married,5347,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,21-30 km,0,2673.5,2.0,2.0,0.42857142857142855,2,12.38095238095238,0.18181818181818182,0.6363636363636364,1.2857142857142858,243.04545454545453,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.366807227928685,-0.2547792277000576
1058,27,0.0,Travel_Rarely,1377,Sales,2,3,Life Sciences,1,4,Male,74,3,2,Sales Executive,3,Single,4478,5242,1,Y,Yes,11,3,1,80,0,5,3,3,5,4,0,4,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,1,2239.0,2.75,2.0,2.5,0,0.6451612903225806,0.3333333333333333,0.0,7.5,373.1666666666667,0.21505376344086022,0.0,0,Risiko Rendah (Cluster 0),-26.322396840201236,-0.22745264057108242
1059,44,0.0,Travel_Rarely,200,Research & Development,29,4,Other,1,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17,Rendah (< 5000),> 5 Tahun,40-49,21-30 km,0,2270.5,3.25,0.14285714285714285,10.0,3,9.35483870967742,0.09523809523809523,0.0,40.0,108.11904761904762,0.0,0.6190476190476191,0,Risiko Rendah (Cluster 0),-26.36867872579584,-0.1819380894805366
1060,30,0.0,Travel_Rarely,740,Sales,1,3,Life Sciences,1,2,Male,64,2,2,Sales Executive,1,Married,9714,5323,1,Y,No,11,3,4,80,1,10,4,3,10,8,6,7,Sedang (5000-10000),> 5 Tahun,30-39,0-5 km,0,4857.0,2.5,0.2857142857142857,5.0,3,0.3225806451612903,0.18181818181818182,0.0,5.0,441.54545454545456,0.0,0.5454545454545454,0,Risiko Rendah (Cluster 0),-26.368127411968217,-0.2372715215470341
1061,22,0.0,Travel_Rarely,391,Research & Development,7,1,Life Sciences,1,4,Male,75,3,1,Research Scientist,2,Single,2472,26092,1,Y,Yes,23,4,1,80,0,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,1,2472.0,2.5,1.0,0.5,0,2.258064516129032,0.5,0.0,1.0,1236.0,1.129032258064516,0.0,0,Risiko Rendah (Cluster 0),-22.72557662278525,0.7378235342938636
1062,34,0.0,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,3,Female,89,4,1,Research Scientist,3,Married,2585,21643,0,Y,No,17,3,4,80,0,2,5,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,0,2585.0,3.0,1.0,1.0,2,9.523809523809524,0.3333333333333333,0.3333333333333333,3.0,861.6666666666666,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36766844230971,-0.23636604237083553
1063,34,0.0,Travel_Rarely,829,Human Resources,3,2,Human Resources,1,3,Male,88,3,1,Human Resources,4,Married,3737,2243,0,Y,No,19,3,3,80,1,4,1,1,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,3737.0,2.75,1.0,3.0,1,2.727272727272727,0.2,0.2,12.0,747.4,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36805934657962,-0.2405391848043943
1064,45,0.0,Non-Travel,336,Sales,26,3,Marketing,1,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5,Rendah (< 5000),3-5 Tahun,40-49,21-30 km,0,2192.5,1.5,0.4,5.0,3,8.387096774193548,0.18181818181818182,0.0,5.0,199.3181818181818,0.0,0.36363636363636365,0,Risiko Rendah (Cluster 0),-26.367136903044504,-0.23644282642386721
1065,34,0.0,Non-Travel,1381,Sales,4,4,Marketing,1,3,Female,72,3,2,Sales Executive,3,Married,6538,12740,9,Y,No,15,3,1,80,1,6,3,3,3,2,1,2,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,3269.0,2.5,1.0,0.3,3,1.2903225806451613,0.2857142857142857,0.42857142857142855,0.9,467.0,0.0,0.25,0,Risiko Rendah (Cluster 0),-26.36803471174656,-0.247142250588997
1066,18,0.0,Non-Travel,1124,Research & Development,1,3,Life Sciences,1,4,Female,97,3,1,Laboratory Technician,4,Single,1611,19305,1,Y,No,15,3,3,80,0,0,5,4,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,1611.0,3.75,1.0,0.0,4,0.24390243902439027,1.0,0.0,0.0,1611.0,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.369440193297006,-0.21270375029315547
1067,33,0.0,Travel_Rarely,832,Research & Development,5,4,Life Sciences,1,3,Female,63,2,1,Research Scientist,4,Married,2911,14776,1,Y,No,13,3,3,80,1,2,2,2,2,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,2911.0,3.0,1.0,1.0,2,2.380952380952381,0.3333333333333333,0.0,4.0,970.3333333333334,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36824275215561,-0.23835875159675346
1068,36,1.0,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,3,Female,43,4,1,Laboratory Technician,1,Single,2743,8269,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14,Rendah (< 5000),> 5 Tahun,30-39,11-20 km,0,2743.0,2.5,0.0625,8.5,3,5.161290322580645,0.05263157894736842,0.05263157894736842,8.5,144.3684210526316,0.0,0.8333333333333334,0,Risiko Rendah (Cluster 0),-26.367962990112023,-0.20635005861994862
1069,33,0.0,Travel_Rarely,501,Research & Development,15,2,Medical,1,2,Female,95,3,2,Healthcare Representative,4,Married,4878,21653,0,Y,Yes,13,3,1,80,1,10,6,3,9,7,8,1,Rendah (< 5000),> 5 Tahun,30-39,11-20 km,1,2439.0,2.5,0.2222222222222222,9.0,0,4.838709677419355,0.18181818181818182,0.09090909090909091,36.0,221.72727272727272,1.2096774193548387,0.8,0,Risiko Rendah (Cluster 0),-21.82328573065509,2.636597400632743
1070,34,0.0,Travel_Rarely,182,Research & Development,1,4,Life Sciences,1,2,Female,72,4,1,Research Scientist,4,Single,3280,13551,2,Y,No,16,3,3,80,0,10,2,3,4,2,1,3,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,3280.0,3.0,0.5,1.3333333333333333,3,0.3225806451612903,0.09090909090909091,0.5454545454545454,5.333333333333333,298.1818181818182,0.0,0.2,0,Risiko Rendah (Cluster 0),-26.36818616950278,-0.24655098569631484
1071,55,0.0,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,3,Female,97,3,4,Manager,4,Single,16659,23258,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2,Sangat Tinggi (>15000),1-2 Tahun,50+,0-5 km,1,4164.75,3.25,2.0,1.6666666666666667,0,0.6451612903225806,0.12903225806451613,0.8064516129032258,6.666666666666667,134.34677419354838,0.16129032258064516,0.16666666666666666,0,Risiko Rendah (Cluster 0),-26.34026773323829,-0.3304341952794188
1072,25,0.0,Travel_Rarely,882,Research & Development,19,1,Medical,1,4,Male,67,3,1,Laboratory Technician,4,Married,3669,9075,3,Y,No,11,3,3,80,3,7,6,2,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,0,3669.0,3.25,0.5,0.75,2,9.047619047619047,0.125,0.5,3.0,458.625,0.0,0.25,0,Risiko Rendah (Cluster 0),-26.36767250173185,-0.24219107428092487
1073,30,0.0,Non-Travel,1398,Sales,22,4,Other,1,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8,Sedang (5000-10000),> 5 Tahun,30-39,21-30 km,0,2804.0,2.5,0.375,9.0,3,7.096774193548387,0.2727272727272727,0.09090909090909091,9.0,254.9090909090909,0.0,0.7,0,Risiko Rendah (Cluster 0),-26.367636024528107,-0.22558527384036337
1074,28,0.0,Travel_Rarely,1300,Research & Development,17,2,Medical,1,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,0,2279.0,2.75,1.0,5.0,3,5.483870967741935,0.18181818181818182,0.0,5.0,207.1818181818182,0.0,0.09090909090909091,0,Risiko Rendah (Cluster 0),-26.367814167178466,-0.2409808143725642
1075,42,0.0,Travel_Rarely,265,Sales,5,2,Marketing,1,4,Male,90,3,5,Manager,3,Married,18303,7770,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,0-5 km,0,3660.6,3.25,5.0,0.14285714285714285,4,1.2195121951219514,0.22727272727272727,0.9090909090909091,0.42857142857142855,166.39090909090908,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36793918126121,-0.27100276233839776
1076,48,1.0,Travel_Rarely,626,Research & Development,1,2,Life Sciences,1,1,Male,98,2,3,Laboratory Technician,3,Single,5381,19294,9,Y,Yes,13,3,4,80,0,23,2,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,1,1793.6666666666667,2.75,3.0,0.1,0,0.3225806451612903,0.125,0.9166666666666666,0.3,74.73611111111111,0.10752688172043011,0.0,0,Risiko Rendah (Cluster 0),-26.355925454509148,-0.30771675037482954
1077,35,0.0,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,1,3,Female,31,3,3,Human Resources,4,Single,8837,16642,1,Y,Yes,16,3,3,80,0,9,2,3,9,0,1,7,Sedang (5000-10000),1-2 Tahun,30-39,21-30 km,1,2945.6666666666665,3.25,1.5,4.5,0,8.387096774193548,0.3,0.0,18.0,294.56666666666666,2.096774193548387,0.1,0,Risiko Rendah (Cluster 0),-4.43992998393934,2.493832977484161
1078,41,0.0,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,11-20 km,1,4766.0,2.5,1.0,0.25,0,3.8709677419354835,0.14285714285714285,0.7142857142857143,1.0,680.8571428571429,0.9677419354838709,0.0,0,Risiko Rendah (Cluster 0),-23.943194268449503,-0.9960096956932746
1079,28,0.0,Travel_Rarely,821,Sales,5,4,Medical,1,1,Male,98,3,2,Sales Executive,4,Single,4908,24252,1,Y,No,14,3,2,80,0,4,3,3,4,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,2454.0,2.5,2.0,2.0,3,1.6129032258064515,0.4,0.0,8.0,490.8,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36818949757668,-0.2449254702903654
1080,36,0.0,Travel_Rarely,1456,Sales,13,5,Marketing,1,2,Male,96,2,2,Sales Executive,1,Divorced,6134,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2,Sedang (5000-10000),1-2 Tahun,30-39,11-20 km,1,3067.0,2.0,0.6666666666666666,0.3333333333333333,0,4.193548387096774,0.11764705882352941,0.8235294117647058,0.3333333333333333,180.41176470588235,4.193548387096774,0.6666666666666666,0,Risiko Rendah (Cluster 0),140.50800112463338,-11.662702748220115
1081,34,0.0,Travel_Rarely,937,Sales,1,3,Marketing,1,1,Male,32,3,3,Sales Executive,4,Single,9888,6770,1,Y,No,21,4,1,80,0,14,3,2,14,8,2,1,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,3296.0,2.0,1.0,7.0,2,0.47619047619047616,0.2,0.0,28.0,219.73333333333332,0.0,0.13333333333333333,0,Risiko Rendah (Cluster 0),-26.36839192933153,-0.23415688027976073
1082,35,0.0,Travel_Rarely,802,Research & Development,10,3,Other,1,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,9541,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,0,3917.0,2.25,0.5,1.5,2,4.761904761904762,0.25,0.0,6.0,979.25,0.0,0.25,0,Risiko Rendah (Cluster 0),-26.367895667586787,-0.23735296251646892
1083,37,0.0,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,1,4,Female,42,3,1,Research Scientist,4,Single,2115,15881,1,Y,No,12,3,2,80,0,17,3,3,17,12,5,7,Rendah (< 5000),3-5 Tahun,30-39,0-5 km,0,2115.0,3.25,0.16666666666666666,8.5,3,0.3225806451612903,0.05555555555555555,0.0,34.0,117.5,0.0,0.2777777777777778,0,Risiko Rendah (Cluster 0),-26.368842623663834,-0.22421192424211162
1084,42,0.0,Travel_Rarely,855,Research & Development,12,3,Medical,1,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,8952,8,Y,No,22,4,2,80,3,7,6,2,5,3,0,4,Rendah (< 5000),Baru Dipromosikan,40-49,11-20 km,0,2766.0,2.0,1.0,0.5555555555555556,2,5.714285714285714,0.125,0.25,1.1111111111111112,345.75,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367510911713254,-0.24749596850868097
