EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,OverTime_Numeric,Cluster,Cluster_Label,PCA1,PCA2
1149,42,0.0,Travel_Rarely,462,Sales,14,2,Medical,1,3,Female,68,2,2,Sales Executive,3,Single,6244,7824,7,Y,No,17,3,1,80,0,10,6,3,5,4,0,3,Sedang (5000-10000),Baru Dipromosikan,40-49,11-20 km,0,1,Risiko Sedang,-0.2949587132683915,0.13604432844206404
1150,54,,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,1,Female,67,3,2,Research Scientist,3,Married,2897,22474,3,Y,No,11,3,3,80,2,9,6,2,4,3,2,3,Rendah (< 5000),1-2 Tahun,50+,6-10 km,0,0,Risiko Tinggi,-0.8084702784115886,-0.7400154951096158
1151,29,1.0,Travel_Rarely,992,Research & Development,1,3,Technical Degree,1,3,Male,85,3,1,Research Scientist,3,Single,2058,19757,0,Y,No,14,3,4,80,0,7,1,2,6,2,1,5,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,0,Risiko Tinggi,-0.627377087534015,-0.6001243214775585
1152,32,,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1,1,Female,47,4,1,Research Scientist,3,Single,2432,15318,3,Y,Yes,14,3,1,80,0,8,2,3,4,1,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,1,1,Risiko Sedang,-0.8372162752425203,0.2925353365263385
1153,29,0.0,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,1,0,Risiko Tinggi,-0.7535114372224596,-0.9308228757798018
1154,47,0.0,Travel_Rarely,703,Sales,14,4,Marketing,1,4,Male,42,3,2,Sales Executive,1,Single,4960,11825,2,Y,No,12,3,4,80,0,20,2,3,7,7,1,7,Rendah (< 5000),1-2 Tahun,40-49,11-20 km,0,1,Risiko Sedang,-0.1583481768735056,0.11193975921436072
1155,32,0.0,Travel_Frequently,116,Research & Development,13,3,Other,1,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,11-20 km,0,1,Risiko Sedang,-1.0729594863868726,0.15968436956762458
1156,24,1.0,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,1,Risiko Sedang,-0.617626832991705,0.4028978162548289
1157,34,0.0,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1,3,Female,98,3,2,Healthcare Representative,4,Single,6687,6163,1,Y,No,11,3,4,80,0,14,2,4,14,11,4,11,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,0,1,Risiko Sedang,0.9884510008756294,1.2069956464801068
1158,37,0.0,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,2,Female,59,3,3,Manufacturing Director,4,Single,7491,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,1,Risiko Sedang,-0.006675888782342321,1.3813805183108627
1159,32,0.0,Non-Travel,976,Sales,26,4,Marketing,1,3,Male,100,3,2,Sales Executive,4,Married,4465,12069,0,Y,No,18,3,1,80,0,4,2,3,3,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,21-30 km,0,1,Risiko Sedang,-0.7581436599789353,-0.16699915183224712
1160,27,0.0,Travel_Rarely,1130,Sales,8,4,Marketing,1,2,Female,56,3,2,Sales Executive,2,Married,6214,3415,1,Y,No,18,3,1,80,1,8,3,3,8,7,0,7,Sedang (5000-10000),Baru Dipromosikan,< 30,6-10 km,0,1,Risiko Sedang,0.10949664817672888,0.24459345521211345
1161,35,,Travel_Rarely,992,Research & Development,1,3,Medical,1,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,1,Y,No,19,3,2,80,0,3,3,3,3,0,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,1,Risiko Sedang,-0.9665304729348861,0.4393391556160529
1162,42,0.0,Travel_Rarely,269,Research & Development,2,3,Medical,1,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593,8007,0,Y,Yes,11,3,3,80,1,10,4,3,9,6,7,8,Rendah (< 5000),> 5 Tahun,40-49,0-5 km,1,1,Risiko Sedang,-0.14041449707309406,0.3171118063340258
1163,32,,Travel_Rarely,495,Research & Development,10,3,Medical,1,3,Male,64,3,3,Manager,4,Single,11244,21072,2,Y,No,25,4,2,80,0,10,5,4,5,2,0,0,Tinggi (10000-15000),Baru Dipromosikan,30-39,6-10 km,0,1,Risiko Sedang,0.2589754031910769,1.257497136788969
1164,38,0.0,Travel_Rarely,243,Sales,7,4,Marketing,1,4,Female,46,2,2,Sales Executive,4,Single,4028,7791,0,Y,No,20,4,1,80,0,8,2,3,7,7,0,5,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,1,Risiko Sedang,-0.2630285862232973,0.20813112859867958
1165,35,,Travel_Rarely,1224,Sales,7,4,Life Sciences,1,3,Female,55,3,2,Sales Executive,4,Married,5204,13586,1,Y,Yes,11,3,4,80,0,10,2,3,10,8,0,9,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,1,1,Risiko Sedang,0.26819289618574516,0.18035339838249742
1166,49,0.0,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,1,3,Female,90,2,4,Healthcare Representative,3,Single,13964,17810,7,Y,Yes,12,3,4,80,0,25,2,3,7,1,0,7,Tinggi (10000-15000),Baru Dipromosikan,40-49,0-5 km,1,1,Risiko Sedang,0.8018826872768671,0.5609837719466296
1167,43,,Travel_Rarely,1179,Sales,2,3,Medical,1,4,Male,73,3,2,Sales Executive,4,Married,7847,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8,Sedang (5000-10000),> 5 Tahun,40-49,0-5 km,1,1,Risiko Sedang,0.5512034047540284,0.3504342878820089
1168,34,0.0,Travel_Rarely,216,Sales,1,4,Marketing,1,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,0,2,Risiko Rendah,1.4071469537715777,-0.6203240861884123
1169,32,,Non-Travel,953,Research & Development,5,4,Technical Degree,1,2,Male,65,3,1,Research Scientist,2,Single,2718,17674,2,Y,No,14,3,2,80,0,12,3,3,7,7,0,7,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,1,Risiko Sedang,-0.3993620287523834,0.2647629597558082
1170,40,0.0,Travel_Frequently,580,Sales,5,4,Life Sciences,1,4,Male,48,2,3,Sales Executive,1,Married,10475,23772,5,Y,Yes,21,4,3,80,1,20,2,3,18,13,1,12,Tinggi (10000-15000),1-2 Tahun,40-49,0-5 km,1,2,Risiko Rendah,1.9187268426111408,0.24715997480854535
1171,38,0.0,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,1,1,Risiko Sedang,-1.322358703693034,0.382910542351358
1172,27,0.0,Non-Travel,443,Research & Development,3,3,Medical,1,4,Male,50,3,1,Research Scientist,4,Married,1706,16571,1,Y,No,11,3,3,80,3,0,6,2,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,0,Risiko Tinggi,-1.4778671033928568,-0.5704907307463034
1173,31,,Travel_Frequently,754,Sales,26,4,Marketing,1,1,Male,63,3,2,Sales Executive,4,Married,5617,21075,1,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8,Sedang (5000-10000),Baru Dipromosikan,30-39,21-30 km,1,0,Risiko Tinggi,0.31110294634699,-0.26275166323488214
1174,38,0.0,Non-Travel,1327,Sales,2,2,Life Sciences,1,4,Male,39,2,2,Sales Executive,4,Married,5249,19682,3,Y,No,18,3,4,80,1,13,0,3,8,7,7,5,Sedang (5000-10000),> 5 Tahun,30-39,0-5 km,0,1,Risiko Sedang,0.0030418570164390535,0.3337007753695016
1175,47,0.0,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,4,Male,42,3,5,Research Director,3,Married,18300,16375,4,Y,No,11,3,2,80,1,21,2,3,3,2,1,1,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,0,1,Risiko Sedang,0.7247759926015706,0.6177799762915911
1176,38,0.0,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,1,4,Male,54,3,2,Manufacturing Director,4,Married,6261,4185,3,Y,No,18,3,1,80,1,9,3,1,7,7,1,7,Sedang (5000-10000),1-2 Tahun,30-39,21-30 km,0,0,Risiko Tinggi,-0.06710575493184673,-2.164061275045638
1177,30,0.0,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,1,Female,75,3,1,Research Scientist,3,Single,2632,23910,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,4,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,0,0,Risiko Tinggi,-0.7022626838786803,-0.9757360518383642
1178,28,0.0,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,1,1,Risiko Sedang,-0.943446253677033,0.290935117794586
1179,27,0.0,Travel_Rarely,798,Research & Development,6,4,Medical,1,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,0,Risiko Tinggi,-0.7490601243362611,-0.6994590183661045
1180,46,0.0,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,4,Female,44,3,1,Human Resources,1,Single,3423,22957,6,Y,No,12,3,3,80,0,10,3,4,7,6,5,7,Rendah (< 5000),3-5 Tahun,40-49,0-5 km,0,1,Risiko Sedang,-0.3011507746420505,1.337351735028147
1181,40,1.0,Non-Travel,1479,Sales,24,3,Life Sciences,1,2,Female,100,4,4,Sales Executive,2,Single,13194,17071,4,Y,Yes,16,3,4,80,0,22,2,2,1,0,0,0,Tinggi (10000-15000),Baru Dipromosikan,40-49,21-30 km,1,0,Risiko Tinggi,-0.11178737323730997,-0.8281346332713935
1182,55,0.0,Travel_Rarely,282,Research & Development,2,2,Medical,1,4,Female,58,1,5,Manager,3,Married,19187,6992,4,Y,No,14,3,4,80,1,23,5,3,19,9,9,11,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,0,2,Risiko Rendah,2.9822111425948727,0.4362149942906449
1183,26,0.0,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,0,0,Risiko Tinggi,-0.9682678187432147,-2.0196778425312405
1184,35,0.0,Travel_Frequently,636,Research & Development,4,4,Other,1,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,1,Risiko Sedang,-1.0945349715836694,1.278256377707458
1185,42,0.0,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,3,Female,81,3,2,Healthcare Representative,4,Married,4089,5718,1,Y,No,13,3,2,80,2,10,4,3,10,2,2,2,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,0,1,Risiko Sedang,0.14927164668581472,0.277403960728236
1186,40,0.0,Travel_Rarely,107,Sales,10,3,Technical Degree,1,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,Y,No,12,3,2,80,1,7,2,4,5,1,1,3,Sedang (5000-10000),1-2 Tahun,40-49,6-10 km,0,1,Risiko Sedang,-0.20712196169467828,1.2067480739821208
1187,19,0.0,Travel_Rarely,1181,Research & Development,3,1,Medical,1,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,1,Risiko Sedang,-1.342204962806146,0.3895128871012809
1188,31,,Non-Travel,697,Research & Development,10,3,Medical,1,3,Female,40,3,3,Research Director,3,Married,11031,26862,4,Y,No,20,4,3,80,1,13,2,4,11,7,4,8,Tinggi (10000-15000),3-5 Tahun,30-39,6-10 km,0,1,Risiko Sedang,1.0489037944733703,1.169396258652025
1189,39,1.0,Non-Travel,592,Research & Development,2,3,Life Sciences,1,1,Female,54,2,1,Laboratory Technician,1,Single,3646,17181,2,Y,Yes,23,4,2,80,0,11,2,4,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,1,1,Risiko Sedang,-1.0882545414557216,1.4192041956751513
1190,31,,Travel_Rarely,311,Research & Development,20,3,Life Sciences,1,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197,18624,1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,0,1,Risiko Sedang,0.16144874762186578,-0.1305835316373966
1191,49,0.0,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,1,3,Male,35,3,3,Healthcare Representative,2,Divorced,10466,20948,3,Y,No,14,3,2,80,2,29,3,3,8,7,0,7,Tinggi (10000-15000),Baru Dipromosikan,40-49,6-10 km,0,1,Risiko Sedang,0.5643299122084234,0.3509675682169541
1192,20,0.0,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,1,Risiko Sedang,-1.1766420734428564,1.409905976197816
1193,32,0.0,Travel_Rarely,906,Sales,7,3,Life Sciences,1,4,Male,91,2,2,Sales Executive,3,Married,5484,16985,1,Y,No,14,3,3,80,1,13,3,2,13,8,4,8,Sedang (5000-10000),3-5 Tahun,30-39,6-10 km,0,0,Risiko Tinggi,0.6846836199884868,-0.7941479424433682
1194,36,0.0,Non-Travel,635,Sales,10,4,Medical,1,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,0,0,Risiko Tinggi,0.758082421477862,-0.74467675577228
1195,43,0.0,Travel_Frequently,394,Sales,26,2,Life Sciences,1,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Y,Yes,12,3,4,80,2,25,3,4,25,12,4,12,Sangat Tinggi (>15000),3-5 Tahun,40-49,21-30 km,1,2,Risiko Rendah,3.572112910355855,0.651116713856356
1196,26,0.0,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,Y,No,14,3,1,80,1,5,2,3,2,2,2,0,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,1,Risiko Sedang,-0.9024337155687737,0.4415086188643814
1197,27,1.0,Travel_Rarely,1420,Sales,2,1,Marketing,1,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,1,Risiko Sedang,-0.7682392827907747,0.41020340063249294
1198,42,0.0,Travel_Frequently,1474,Research & Development,5,2,Other,1,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,0,1,Risiko Sedang,-1.1437695628747093,0.31970164015017316
1199,34,0.0,Travel_Rarely,1326,Sales,3,3,Other,1,4,Male,81,1,2,Sales Executive,1,Single,4759,15891,3,Y,No,18,3,4,80,0,15,2,3,13,9,3,12,Rendah (< 5000),3-5 Tahun,30-39,0-5 km,0,1,Risiko Sedang,0.6317726756049181,0.26795220632171185
1200,55,1.0,Travel_Rarely,267,Sales,13,4,Marketing,1,1,Male,85,4,4,Sales Executive,3,Single,13695,9277,6,Y,Yes,17,3,3,80,0,24,2,2,19,7,3,8,Tinggi (10000-15000),3-5 Tahun,50+,11-20 km,1,2,Risiko Rendah,2.3733694653204838,-0.8783061455293075
1201,42,0.0,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,1,3,Female,95,4,2,Laboratory Technician,4,Married,5231,23726,2,Y,Yes,13,3,2,80,1,17,1,2,5,3,1,3,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,1,0,Risiko Tinggi,-0.4251155282113619,-0.5863738392060425
1202,50,,Travel_Frequently,878,Sales,1,4,Life Sciences,1,2,Male,94,3,2,Sales Executive,3,Divorced,6728,14255,7,Y,No,12,3,4,80,2,12,3,3,6,3,0,1,Sedang (5000-10000),Baru Dipromosikan,50+,0-5 km,0,1,Risiko Sedang,-0.10718181401369042,0.43724153609698857
1203,33,0.0,Travel_Frequently,970,Sales,7,3,Life Sciences,1,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,1,Risiko Sedang,-0.7706723041497652,0.31556620798089574
1204,30,0.0,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,1,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,0,1,Risiko Sedang,-1.2160071858666215,-0.10289229955674728
1205,35,0.0,Travel_Rarely,982,Research & Development,1,4,Medical,1,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,1,Risiko Sedang,-0.31496855420216124,0.31662051100362376
1206,42,0.0,Travel_Rarely,647,Sales,4,4,Marketing,1,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,0,1,Risiko Sedang,-0.2512543143624779,1.3166560870103288
1207,40,0.0,Travel_Frequently,1469,Research & Development,9,4,Medical,1,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,1,1,Risiko Sedang,-1.1143643704253094,0.288521116068833
1208,34,0.0,Travel_Rarely,304,Sales,2,3,Other,1,4,Male,60,3,2,Sales Executive,4,Single,6274,18686,1,Y,No,22,4,3,80,0,6,5,3,6,5,1,4,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,1,Risiko Sedang,-0.15762667329668562,0.38737409502253967
1209,50,0.0,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,2,Male,88,2,4,Manager,3,Married,17046,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7,Sangat Tinggi (>15000),> 5 Tahun,50+,21-30 km,0,2,Risiko Rendah,3.8326143482217474,-0.3814893701898326
1210,45,0.0,Travel_Rarely,1316,Research & Development,29,3,Medical,1,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,Y,No,13,3,2,80,0,9,2,2,6,5,0,3,Rendah (< 5000),Baru Dipromosikan,40-49,21-30 km,0,0,Risiko Tinggi,-0.48196471586082784,-1.255159944299542
1211,21,1.0,Travel_Rarely,156,Sales,12,3,Life Sciences,1,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,0,1,Risiko Sedang,-1.2109288267304326,0.19978050361311323
1212,37,0.0,Travel_Rarely,1017,Research & Development,1,2,Medical,1,3,Female,83,2,1,Research Scientist,1,Married,3920,18697,2,Y,No,14,3,1,80,1,17,2,2,3,1,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,0,Risiko Tinggi,-0.8300304312506255,-0.47870626323466065
1213,33,0.0,Travel_Frequently,508,Sales,10,3,Marketing,1,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,Y,No,14,3,3,80,0,9,6,2,7,7,0,1,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,0,Risiko Tinggi,-0.2140019419203175,-0.7970030725299808
1214,31,,Travel_Rarely,1276,Research & Development,2,1,Medical,1,4,Female,59,1,1,Laboratory Technician,4,Divorced,1129,17536,1,Y,Yes,11,3,3,80,3,1,4,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,1,1,Risiko Sedang,-1.3836431362031685,0.3717752636235475
1215,29,,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1,4,Male,73,2,1,Research Scientist,4,Single,2439,14753,1,Y,Yes,24,4,2,80,0,1,3,2,1,0,1,0,Rendah (< 5000),1-2 Tahun,< 30,21-30 km,1,0,Risiko Tinggi,-1.2657167085801957,-1.0717417081436826
1216,47,0.0,Travel_Rarely,202,Research & Development,2,2,Other,1,3,Female,33,3,4,Manager,4,Married,16752,12982,1,Y,Yes,11,3,3,80,1,26,3,2,26,14,3,0,Sangat Tinggi (>15000),3-5 Tahun,40-49,0-5 km,1,2,Risiko Rendah,3.6452717627582207,-0.6931581019638338
1217,30,1.0,Travel_Frequently,448,Sales,12,4,Life Sciences,1,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,0,1,Risiko Sedang,-1.2614348594479163,1.1504209136521282
1218,27,0.0,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,3,Female,68,3,3,Manufacturing Director,1,Married,7412,6009,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7,Sedang (5000-10000),Baru Dipromosikan,< 30,0-5 km,0,1,Risiko Sedang,0.37506147766234654,0.43450459828942234
1219,54,,Travel_Rarely,431,Research & Development,7,4,Medical,1,4,Female,68,3,2,Research Scientist,4,Married,6854,15696,4,Y,No,15,3,2,80,1,14,2,2,7,1,1,7,Sedang (5000-10000),1-2 Tahun,50+,6-10 km,0,0,Risiko Tinggi,0.018500583704842588,-0.6835627405925033
1220,50,0.0,Non-Travel,881,Research & Development,2,4,Life Sciences,1,1,Male,98,3,4,Manager,1,Divorced,17924,4544,1,Y,No,11,3,4,80,1,31,3,3,31,6,14,7,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,0,2,Risiko Rendah,4.472547733168215,0.24374756908974604
1221,29,1.0,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Y,Yes,11,3,4,80,1,1,1,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,1,1,Risiko Sedang,-1.2508374046122617,0.470547584851379
1222,36,0.0,Travel_Rarely,329,Sales,16,4,Marketing,1,3,Female,98,2,2,Sales Executive,1,Married,5647,13494,4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,0,0,Risiko Tinggi,-0.646317663207026,-0.8013010235381892
1223,45,0.0,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,1,2,Male,59,3,3,Research Scientist,1,Divorced,9724,18787,2,Y,No,17,3,3,80,1,25,2,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,6-10 km,0,1,Risiko Sedang,-0.4592442053188241,0.47198871813706234
1224,50,1.0,Travel_Frequently,562,Sales,8,2,Technical Degree,1,2,Male,50,3,2,Sales Executive,3,Married,6796,23452,3,Y,Yes,14,3,1,80,1,18,4,3,4,3,1,3,Sedang (5000-10000),1-2 Tahun,50+,6-10 km,1,1,Risiko Sedang,-0.3706698464414313,0.3061110286114955
1225,39,,Non-Travel,105,Research & Development,9,3,Life Sciences,1,4,Male,87,3,5,Manager,4,Single,19431,15302,2,Y,No,13,3,3,80,0,21,3,2,6,0,1,3,Sangat Tinggi (>15000),1-2 Tahun,30-39,6-10 km,0,2,Risiko Rendah,1.228375619603053,-0.46976055369892816
1226,27,,Travel_Rarely,954,Sales,9,3,Marketing,1,4,Male,44,3,2,Sales Executive,4,Single,4105,5099,1,Y,No,14,3,1,80,0,7,5,3,7,7,0,7,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,1,Risiko Sedang,-0.25492597751623913,0.1621400173592287
1227,33,0.0,Travel_Frequently,827,Research & Development,1,4,Other,1,3,Female,84,4,2,Healthcare Representative,2,Married,5488,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,1,1,Risiko Sedang,-0.23798282197194526,0.4304452358694577
1228,46,0.0,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,0,0,Risiko Tinggi,-0.06016470816774627,-0.5377644769444929
1229,27,,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1,4,Female,53,3,1,Laboratory Technician,4,Single,2379,19826,0,Y,Yes,14,3,3,80,0,6,3,2,5,4,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,1,0,Risiko Tinggi,-0.7302801146564586,-0.6892850750419279
1230,55,,Travel_Rarely,478,Research & Development,2,3,Medical,1,3,Male,60,2,5,Research Director,1,Married,19038,19805,8,Y,No,12,3,2,80,3,34,2,3,1,0,0,0,Sangat Tinggi (>15000),Baru Dipromosikan,50+,0-5 km,0,1,Risiko Sedang,0.5372539983194574,0.7717091266474359
1231,54,0.0,Travel_Rarely,397,Human Resources,19,4,Medical,1,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,Tinggi (10000-15000),> 5 Tahun,50+,11-20 km,0,1,Risiko Sedang,0.7471037803345658,1.000811210408525
1232,47,0.0,Travel_Rarely,249,Sales,2,2,Marketing,1,3,Female,35,3,2,Sales Executive,4,Married,4537,17783,0,Y,Yes,22,4,1,80,1,8,2,3,7,6,7,7,Rendah (< 5000),> 5 Tahun,40-49,0-5 km,1,1,Risiko Sedang,-0.2082571334606469,0.33674136398798576
1233,33,0.0,Travel_Rarely,1216,Sales,8,4,Marketing,1,3,Male,39,3,2,Sales Executive,3,Divorced,7104,20431,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,0,1,Risiko Sedang,-0.20258012426119432,0.2952193883245376
