EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,SalaryPerLevel,SatisfactionIndex,PromotionRatio,CareerProgressIndex,DistanceRiskIndex,AdjustedWorkLifeBalance,JobStabilityIndex,Cluster,RiskLevel,AttritionRiskScore,RiskCategory
1191,49,0.0,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,1,3,Male,35,3,3,Healthcare Representative,2,Divorced,10466,20948,3,Y,0,14,3,2,80,2,29,3,3,8,7,0,7,Tinggi (10000-15000),Baru Dipromosikan,40-49,6-10 km,3488.6666666666665,2.5,0.0,0.47500000000000003,2.0794415416798357,3.0,0.4168300653594771,0,Risiko Sedang,10.785619174434089,Sedang
1192,20,0.0,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,Y,0,13,3,4,80,0,1,0,4,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,2836.0,3.5,0.0,0.016666666666666666,0.6931471805599453,4.0,0.22847222222222222,0,Risiko Sedang,10.785619174434089,Sedang
1193,32,0.0,Travel_Rarely,906,Sales,7,3,Life Sciences,1,4,Male,91,2,2,Sales Executive,3,Married,5484,16985,1,Y,0,14,3,3,80,1,13,3,2,13,8,4,8,Sedang (5000-10000),3-5 Tahun,30-39,6-10 km,2742.0,3.0,0.3076923076923077,0.3,2.0794415416798357,2.0,0.5322303921568627,0,Risiko Sedang,10.785619174434089,Sedang
1194,36,0.0,Non-Travel,635,Sales,10,4,Medical,1,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,Y,0,14,3,4,80,0,10,3,2,10,3,9,7,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,3326.6666666666665,3.0,0.9,0.3333333333333333,2.3978952727983707,2.0,0.4293300653594771,0,Risiko Sedang,10.785619174434089,Sedang
1195,43,0.0,Travel_Frequently,394,Sales,26,2,Life Sciences,1,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Y,1,12,3,4,80,2,25,3,4,25,12,4,12,Sangat Tinggi (>15000),3-5 Tahun,40-49,21-30 km,4239.75,3.75,0.16,0.6666666666666666,3.295836866004329,2.6666666666666665,0.721609477124183,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
1196,26,0.0,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,Y,0,14,3,1,80,1,5,2,3,2,2,2,0,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,4364.0,2.25,1.0,0.05833333333333333,0.6931471805599453,3.0,0.20694444444444443,0,Risiko Sedang,10.785619174434089,Sedang
1197,27,1.0,Travel_Rarely,1420,Sales,2,1,Marketing,1,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,0,Y,0,11,3,2,80,1,5,3,3,4,3,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,3041.0,2.25,0.0,0.075,1.0986122886681098,3.0,0.346078431372549,0,Risiko Sedang,10.785619174434089,Sedang
1198,42,0.0,Travel_Frequently,1474,Research & Development,5,2,Other,1,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,Y,0,17,3,4,80,1,8,4,3,2,2,2,0,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,2093.0,3.0,1.0,0.08333333333333333,1.791759469228055,3.0,0.17916666666666667,0,Risiko Sedang,10.785619174434089,Sedang
1199,34,0.0,Travel_Rarely,1326,Sales,3,3,Other,1,4,Male,81,1,2,Sales Executive,1,Single,4759,15891,3,Y,0,18,3,4,80,0,15,2,3,13,9,3,12,Rendah (< 5000),3-5 Tahun,30-39,0-5 km,2379.5,3.0,0.23076923076923078,0.31666666666666665,1.3862943611198906,3.0,0.5493872549019607,0,Risiko Sedang,10.785619174434089,Sedang
1200,55,1.0,Travel_Rarely,267,Sales,13,4,Marketing,1,1,Male,85,4,4,Sales Executive,3,Single,13695,9277,6,Y,1,17,3,3,80,0,24,2,2,19,7,3,8,Tinggi (10000-15000),3-5 Tahun,50+,11-20 km,3423.75,2.25,0.15789473684210525,0.6083333333333334,2.6390573296152584,1.3333333333333333,0.416952614379085,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
1201,42,0.0,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,1,3,Female,95,4,2,Laboratory Technician,4,Married,5231,23726,2,Y,1,13,3,2,80,1,17,1,2,5,3,1,3,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,2615.5,2.75,0.2,0.26666666666666666,1.3862943611198906,1.3333333333333333,0.3114787581699346,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
1203,33,0.0,Travel_Frequently,970,Sales,7,3,Life Sciences,1,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,Y,0,17,3,3,80,1,4,3,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,2151.0,3.0,0.0,0.14166666666666666,2.0794415416798357,3.0,0.32593954248366014,0,Risiko Sedang,10.785619174434089,Sedang
1204,30,0.0,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,1,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,0,22,4,2,80,1,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,2693.0,3.0,0.0,0.016666666666666666,3.2188758248682006,3.0,0.22847222222222222,0,Risiko Sedang,10.785619174434089,Sedang
1205,35,0.0,Travel_Rarely,982,Research & Development,1,4,Medical,1,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,Y,0,12,3,2,80,1,10,2,3,8,0,1,7,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,2258.0,3.0,0.125,0.15,0.6931471805599453,3.0,0.23627450980392156,0,Risiko Sedang,10.785619174434089,Sedang
1206,42,0.0,Travel_Rarely,647,Sales,4,4,Marketing,1,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,Y,0,13,3,4,80,0,9,3,4,6,4,1,5,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,2577.5,2.75,0.16666666666666666,0.20833333333333334,1.6094379124341003,4.0,0.222140522875817,0,Risiko Sedang,10.785619174434089,Sedang
1207,40,0.0,Travel_Frequently,1469,Research & Development,9,4,Medical,1,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Y,1,14,3,4,80,1,3,2,3,1,1,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,3617.0,3.25,0.0,0.03333333333333333,2.302585092994046,2.0,0.04791666666666666,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
1208,34,0.0,Travel_Rarely,304,Sales,2,3,Other,1,4,Male,60,3,2,Sales Executive,4,Single,6274,18686,1,Y,0,22,4,3,80,0,6,5,3,6,5,1,4,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,3137.0,3.5,0.16666666666666666,0.18333333333333335,1.0986122886681098,3.0,0.3879901960784314,0,Risiko Sedang,10.785619174434089,Sedang
1209,50,0.0,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,2,Male,88,2,4,Manager,3,Married,17046,9314,0,Y,0,15,3,2,80,1,28,2,3,27,10,15,7,Sangat Tinggi (>15000),> 5 Tahun,50+,21-30 km,4261.5,2.5,0.5555555555555556,0.7083333333333334,3.4011973816621555,3.0,0.6605800653594771,0,Risiko Sedang,10.785619174434089,Sedang
1210,45,0.0,Travel_Rarely,1316,Research & Development,29,3,Medical,1,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,Y,0,13,3,2,80,0,9,2,2,6,5,0,3,Rendah (< 5000),Baru Dipromosikan,40-49,21-30 km,3452.0,2.75,0.0,0.125,3.4011973816621555,2.0,0.2621732026143791,0,Risiko Sedang,10.785619174434089,Sedang
1211,21,1.0,Travel_Rarely,156,Sales,12,3,Life Sciences,1,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,Y,0,15,3,4,80,0,1,0,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,2716.0,3.0,0.0,0.016666666666666666,2.5649493574615367,3.0,0.22847222222222222,0,Risiko Sedang,10.785619174434089,Sedang
1212,37,0.0,Travel_Rarely,1017,Research & Development,1,2,Medical,1,3,Female,83,2,1,Research Scientist,1,Married,3920,18697,2,Y,0,14,3,1,80,1,17,2,2,3,1,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,3920.0,1.75,0.0,0.16666666666666666,0.6931471805599453,2.0,0.25649509803921566,0,Risiko Sedang,10.785619174434089,Sedang
1213,33,0.0,Travel_Frequently,508,Sales,10,3,Marketing,1,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,Y,0,14,3,3,80,0,9,6,2,7,7,0,1,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,2341.0,2.75,0.0,0.21666666666666667,2.3978952727983707,2.0,0.32234477124183003,0,Risiko Sedang,10.785619174434089,Sedang
1216,47,0.0,Travel_Rarely,202,Research & Development,2,2,Other,1,3,Female,33,3,4,Manager,4,Married,16752,12982,1,Y,1,11,3,3,80,1,26,3,2,26,14,3,0,Sangat Tinggi (>15000),3-5 Tahun,40-49,0-5 km,4188.0,3.0,0.11538461538461539,0.6833333333333332,1.0986122886681098,1.3333333333333333,0.5791666666666666,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
1217,30,1.0,Travel_Frequently,448,Sales,12,4,Life Sciences,1,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,Y,0,18,3,3,80,1,1,2,4,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,2033.0,2.5,0.0,0.016666666666666666,2.5649493574615367,4.0,0.22847222222222222,0,Risiko Sedang,10.785619174434089,Sedang
1218,27,0.0,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,3,Female,68,3,3,Manufacturing Director,1,Married,7412,6009,1,Y,0,11,3,4,80,0,9,3,3,9,7,0,7,Sedang (5000-10000),Baru Dipromosikan,< 30,0-5 km,2470.6666666666665,2.75,0.0,0.31666666666666665,0.6931471805599453,3.0,0.47863562091503264,0,Risiko Sedang,10.785619174434089,Sedang
1220,50,0.0,Non-Travel,881,Research & Development,2,4,Life Sciences,1,1,Male,98,3,4,Manager,1,Divorced,17924,4544,1,Y,0,11,3,4,80,1,31,3,3,31,6,14,7,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,4481.0,2.25,0.45161290322580644,0.7666666666666666,1.0986122886681098,3.0,0.6022467320261438,0,Risiko Sedang,10.785619174434089,Sedang
1221,29,1.0,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Y,1,11,3,4,80,1,1,1,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,2319.0,2.5,0.0,0.016666666666666666,0.6931471805599453,2.0,0.22847222222222222,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
1222,36,0.0,Travel_Rarely,329,Sales,16,4,Marketing,1,3,Female,98,2,2,Sales Executive,1,Married,5647,13494,4,Y,0,13,3,1,80,2,11,3,2,3,2,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,2823.5,1.75,0.0,0.20000000000000004,2.833213344056216,2.0,0.21482843137254903,0,Risiko Sedang,10.785619174434089,Sedang
1223,45,0.0,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,1,2,Male,59,3,3,Research Scientist,1,Divorced,9724,18787,2,Y,0,17,3,3,80,1,25,2,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,6-10 km,3241.3333333333335,2.25,0.0,0.3833333333333333,2.0794415416798357,3.0,0.20069444444444443,0,Risiko Sedang,10.785619174434089,Sedang
1224,50,1.0,Travel_Frequently,562,Sales,8,2,Technical Degree,1,2,Male,50,3,2,Sales Executive,3,Married,6796,23452,3,Y,1,14,3,1,80,1,18,4,3,4,3,1,3,Sedang (5000-10000),1-2 Tahun,50+,6-10 km,3398.0,2.25,0.25,0.26666666666666666,2.1972245773362196,2.0,0.2774509803921569,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
1227,33,0.0,Travel_Frequently,827,Research & Development,1,4,Other,1,3,Female,84,4,2,Healthcare Representative,2,Married,5488,20161,1,Y,1,13,3,1,80,1,6,2,3,6,5,1,2,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,2744.0,2.25,0.16666666666666666,0.18333333333333335,0.6931471805599453,2.0,0.358578431372549,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
1228,46,0.0,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,Y,0,11,3,3,80,1,12,3,2,6,3,1,4,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,3689.5,3.25,0.16666666666666666,0.23333333333333336,1.0986122886681098,2.0,0.3324346405228758,0,Risiko Sedang,10.785619174434089,Sedang
1231,54,0.0,Travel_Rarely,397,Human Resources,19,4,Medical,1,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,Y,0,15,3,3,80,1,16,1,4,9,7,7,1,Tinggi (10000-15000),> 5 Tahun,50+,11-20 km,3575.0,3.0,0.7777777777777778,0.375,2.995732273553991,4.0,0.3626225490196078,0,Risiko Sedang,10.785619174434089,Sedang
1232,47,0.0,Travel_Rarely,249,Sales,2,2,Marketing,1,3,Female,35,3,2,Sales Executive,4,Married,4537,17783,0,Y,1,22,4,1,80,1,8,2,3,7,6,7,7,Rendah (< 5000),> 5 Tahun,40-49,0-5 km,2268.5,2.75,1.0,0.20833333333333334,1.0986122886681098,2.0,0.48002450980392153,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
1233,33,0.0,Travel_Rarely,1216,Sales,8,4,Marketing,1,3,Male,39,3,2,Sales Executive,3,Divorced,7104,20431,0,Y,0,12,3,4,80,0,6,3,3,5,0,1,2,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,3552.0,3.25,0.2,0.17500000000000002,2.1972245773362196,3.0,0.31066176470588236,0,Risiko Sedang,10.785619174434089,Sedang
1234,35,0.0,Travel_Rarely,607,Research & Development,9,3,Life Sciences,1,4,Female,66,2,3,Manufacturing Director,3,Married,10685,23457,1,Y,1,20,4,2,80,1,17,2,3,17,14,5,15,Tinggi (10000-15000),3-5 Tahun,30-39,6-10 km,3561.6666666666665,3.0,0.29411764705882354,0.45,2.302585092994046,2.0,0.7435049019607843,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
1235,39,0.0,Non-Travel,439,Research & Development,9,3,Life Sciences,1,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,Y,0,15,3,3,80,0,9,2,2,5,4,0,3,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,3391.0,2.5,0.0,0.19999999999999998,2.302585092994046,2.0,0.13092320261437906,0,Risiko Sedang,10.785619174434089,Sedang
1236,38,0.0,Travel_Rarely,688,Research & Development,23,4,Life Sciences,1,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,Y,0,14,3,2,80,1,10,2,3,2,2,1,2,Sedang (5000-10000),1-2 Tahun,30-39,21-30 km,2872.5,3.25,0.5,0.18333333333333335,3.1780538303479458,3.0,0.06968954248366013,0,Risiko Sedang,10.785619174434089,Sedang
1238,54,0.0,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,Y,0,11,3,2,80,1,13,4,3,9,4,7,0,Tinggi (10000-15000),> 5 Tahun,50+,0-5 km,3562.0,2.75,0.7777777777777778,0.35000000000000003,1.0986122886681098,3.0,0.19513888888888886,0,Risiko Sedang,10.785619174434089,Sedang
1239,37,0.0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Y,1,12,3,4,80,0,18,2,2,1,0,0,1,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,2098.5,2.75,0.0,0.24166666666666667,2.3978952727983707,1.3333333333333333,0.2154003267973856,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
1240,20,0.0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,Y,0,12,3,1,80,0,2,2,2,2,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,3033.0,1.75,0.5,0.03333333333333333,1.3862943611198906,2.0,0.2919117647058823,0,Risiko Sedang,10.785619174434089,Sedang
1241,40,0.0,Travel_Frequently,720,Research & Development,16,4,Medical,1,1,Male,51,2,2,Laboratory Technician,3,Single,5094,11983,6,Y,0,14,3,4,80,0,10,6,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,11-20 km,2547.0,2.75,0.0,0.17500000000000002,2.833213344056216,3.0,0.08958333333333333,0,Risiko Sedang,10.785619174434089,Sedang
1242,51,0.0,Travel_Frequently,237,Sales,9,3,Life Sciences,1,4,Male,83,3,5,Manager,2,Divorced,19847,19196,4,Y,1,24,4,1,80,1,31,5,2,29,10,11,10,Sangat Tinggi (>15000),> 5 Tahun,50+,6-10 km,3969.4,2.25,0.3793103448275862,0.8333333333333334,2.302585092994046,1.3333333333333333,0.6060866013071895,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
1243,34,1.0,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Y,1,24,4,4,80,0,9,3,3,9,7,0,6,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,3037.0,2.75,0.0,0.2333333333333333,2.0794415416798357,2.0,0.46392973856209146,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
1244,34,0.0,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1,4,Female,86,2,1,Laboratory Technician,2,Married,3294,3708,5,Y,0,17,3,1,80,1,7,2,2,5,4,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,3294.0,2.25,0.0,0.10000000000000002,0.6931471805599453,2.0,0.22732843137254902,0,Risiko Sedang,10.785619174434089,Sedang
1245,42,0.0,Travel_Rarely,319,Research & Development,24,3,Medical,1,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Y,1,21,4,4,80,1,10,5,2,10,9,5,8,Sedang (5000-10000),3-5 Tahun,40-49,21-30 km,2468.6666666666665,2.75,0.5,0.3333333333333333,3.2188758248682006,1.3333333333333333,0.5273692810457516,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
1249,30,0.0,Non-Travel,990,Research & Development,7,3,Technical Degree,1,3,Male,64,3,1,Research Scientist,3,Divorced,1274,7152,1,Y,0,13,3,2,80,2,1,2,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,1274.0,2.5,0.0,0.016666666666666666,2.0794415416798357,2.0,0.22847222222222222,0,Risiko Sedang,10.785619174434089,Sedang
1251,50,0.0,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,3,Female,53,3,5,Manager,2,Single,19926,17053,3,Y,0,15,3,2,80,0,21,5,3,5,4,4,4,Sangat Tinggi (>15000),3-5 Tahun,50+,11-20 km,3985.2,2.5,0.8,0.5499999999999999,2.4849066497880004,3.0,0.31229575163398693,0,Risiko Sedang,10.785619174434089,Sedang
1253,31,0.0,Travel_Rarely,1082,Research & Development,1,4,Medical,1,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,Y,0,17,3,2,80,0,1,4,3,1,1,1,0,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,2501.0,2.5,1.0,0.016666666666666666,0.6931471805599453,3.0,0.24236111111111108,0,Risiko Sedang,10.785619174434089,Sedang
1255,41,0.0,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1,4,Female,75,3,2,Research Scientist,4,Divorced,5467,13953,3,Y,1,14,3,1,80,2,12,4,2,6,2,3,3,Sedang (5000-10000),3-5 Tahun,40-49,21-30 km,2733.5,2.75,0.5,0.23333333333333336,3.1354942159291497,1.3333333333333333,0.276062091503268,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
1257,41,0.0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,Y,0,13,3,2,80,1,21,2,2,7,6,7,7,Sangat Tinggi (>15000),> 5 Tahun,40-49,6-10 km,4295.25,2.25,1.0,0.48333333333333334,2.3978952727983707,2.0,0.3689133986928105,0,Risiko Sedang,10.785619174434089,Sedang
1258,52,0.0,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,1,4,Male,70,3,4,Manager,4,Married,17099,13829,2,Y,0,15,3,2,80,1,26,2,2,9,8,7,8,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,4274.75,3.0,0.7777777777777778,0.5416666666666666,0.6931471805599453,2.0,0.47945261437908493,0,Risiko Sedang,10.785619174434089,Sedang
1259,40,0.0,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1,3,Male,98,3,2,Research Scientist,4,Single,4661,22455,1,Y,0,13,3,3,80,0,9,4,3,9,8,8,8,Rendah (< 5000),> 5 Tahun,40-49,0-5 km,2330.5,3.25,0.8888888888888888,0.2333333333333333,1.0986122886681098,3.0,0.5072303921568627,0,Risiko Sedang,10.785619174434089,Sedang
1260,49,0.0,Travel_Frequently,636,Research & Development,10,4,Life Sciences,1,3,Female,35,3,5,Research Director,1,Single,18665,25594,9,Y,1,11,3,4,80,0,22,4,3,3,2,1,2,Sangat Tinggi (>15000),1-2 Tahun,40-49,6-10 km,3733.0,2.75,0.3333333333333333,0.5416666666666666,2.3978952727983707,2.0,0.07593954248366014,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
1261,27,0.0,Travel_Rarely,205,Sales,10,3,Marketing,1,4,Female,98,2,2,Sales Executive,4,Married,5769,7100,1,Y,1,11,3,4,80,0,6,3,3,6,2,4,4,Sedang (5000-10000),3-5 Tahun,< 30,6-10 km,2884.5,3.75,0.6666666666666666,0.18333333333333335,2.3978952727983707,2.0,0.3463235294117647,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
1262,38,0.0,Travel_Rarely,371,Research & Development,2,3,Life Sciences,1,4,Male,45,3,1,Research Scientist,4,Single,3944,4306,5,Y,1,11,3,3,80,0,6,3,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,3944.0,3.5,0.3333333333333333,0.07500000000000001,1.0986122886681098,2.0,0.18705065359477124,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
1263,51,0.0,Travel_Frequently,541,Sales,2,3,Marketing,1,2,Male,52,3,3,Sales Executive,2,Married,10596,15395,2,Y,0,11,3,2,80,0,14,5,3,4,2,3,2,Tinggi (10000-15000),3-5 Tahun,50+,0-5 km,3532.0,2.25,0.75,0.3166666666666667,1.0986122886681098,3.0,0.27663398692810454,0,Risiko Sedang,10.785619174434089,Sedang
1264,40,0.0,Travel_Rarely,896,Research & Development,2,3,Medical,1,3,Male,68,3,1,Research Scientist,3,Divorced,2345,8045,2,Y,0,14,3,3,80,1,8,3,4,3,1,1,2,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,2345.0,3.25,0.3333333333333333,0.09166666666666667,1.0986122886681098,4.0,0.25649509803921566,0,Risiko Sedang,10.785619174434089,Sedang
1265,29,0.0,Travel_Rarely,1401,Research & Development,6,1,Medical,1,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,Y,0,13,3,1,80,1,10,5,3,10,8,0,8,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,3131.0,2.5,0.0,0.16666666666666666,1.9459101490553132,3.0,0.5134803921568627,0,Risiko Sedang,10.785619174434089,Sedang
1266,40,0.0,Travel_Rarely,658,Sales,10,4,Marketing,1,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,Y,0,12,3,2,80,1,11,2,2,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,6-10 km,3235.0,1.75,0.0,0.26666666666666666,2.3978952727983707,2.0,0.20069444444444443,0,Risiko Sedang,10.785619174434089,Sedang
1269,30,0.0,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,Y,0,20,4,3,80,0,11,2,3,5,4,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,3045.5,3.25,0.0,0.21666666666666667,1.0986122886681098,3.0,0.31066176470588236,0,Risiko Sedang,10.785619174434089,Sedang
1271,29,0.0,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,Y,0,12,3,2,80,2,8,2,4,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,2131.0,3.5,0.3333333333333333,0.17500000000000002,2.995732273553991,4.0,0.21482843137254903,0,Risiko Sedang,10.785619174434089,Sedang
1272,35,0.0,Travel_Rarely,662,Sales,1,5,Marketing,1,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,Y,0,13,3,1,80,2,10,3,3,10,8,0,6,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,2431.6666666666665,2.25,0.0,0.3333333333333333,0.6931471805599453,3.0,0.48406862745098034,0,Risiko Sedang,10.785619174434089,Sedang
1273,45,0.0,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,4,Female,90,3,4,Manager,4,Married,17650,5404,3,Y,0,13,3,2,80,1,26,4,4,9,3,1,1,Sangat Tinggi (>15000),1-2 Tahun,40-49,11-20 km,4412.5,3.5,0.1111111111111111,0.5416666666666666,2.4849066497880004,4.0,0.2792892156862745,0,Risiko Sedang,10.785619174434089,Sedang
1275,43,0.0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,Y,0,11,3,3,80,1,18,1,3,8,7,0,1,Tinggi (10000-15000),Baru Dipromosikan,40-49,21-30 km,3606.6666666666665,2.5,0.0,0.3833333333333333,3.332204510175204,3.0,0.18970588235294117,0,Risiko Sedang,10.785619174434089,Sedang
1277,47,0.0,Travel_Rarely,359,Research & Development,2,4,Medical,1,1,Female,82,3,4,Research Director,3,Married,17169,26703,3,Y,0,19,3,2,80,2,26,2,4,20,17,5,6,Sangat Tinggi (>15000),3-5 Tahun,40-49,0-5 km,4292.25,2.5,0.25,0.6333333333333333,1.0986122886681098,4.0,0.6160130718954248,0,Risiko Sedang,10.785619174434089,Sedang
1278,51,0.0,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,1,4,Female,82,2,4,Manufacturing Director,2,Single,13142,24439,3,Y,0,16,3,2,80,0,29,1,2,5,2,0,3,Tinggi (10000-15000),Baru Dipromosikan,50+,11-20 km,3285.5,2.5,0.0,0.5333333333333333,2.4849066497880004,2.0,0.26981209150326796,0,Risiko Sedang,10.785619174434089,Sedang
