EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,Cluster,Cluster_Label,tsne_1,tsne_2
1214,31,,Travel_Rarely,1276,Research & Development,2,1,Medical,1,4,Female,59,1,1,Laboratory Technician,4,Divorced,1129,17536,1,Y,Yes,11,3,3,80,3,1,4,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,3,,-29.830812454223633,21.113128662109375
1215,29,,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1,4,Male,73,2,1,Research Scientist,4,Single,2439,14753,1,Y,Yes,24,4,2,80,0,1,3,2,1,0,1,0,Rendah (< 5000),1-2 Tahun,< 30,21-30 km,1,,-38.44182586669922,23.309810638427734
1216,47,0.0,Travel_Rarely,202,Research & Development,2,2,Other,1,3,Female,33,3,4,Manager,4,Married,16752,12982,1,Y,Yes,11,3,3,80,1,26,3,2,26,14,3,0,Sangat Tinggi (>15000),3-5 Tahun,40-49,0-5 km,0,Risiko Sedang,59.825260162353516,-11.948801040649414
1217,30,1.0,Travel_Frequently,448,Sales,12,4,Life Sciences,1,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,1,,-36.985286712646484,3.0668036937713623
1218,27,0.0,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,3,Female,68,3,3,Manufacturing Director,1,Married,7412,6009,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7,Sedang (5000-10000),Baru Dipromosikan,< 30,0-5 km,0,Risiko Sedang,17.512575149536133,-11.823787689208984
1219,54,,Travel_Rarely,431,Research & Development,7,4,Medical,1,4,Female,68,3,2,Research Scientist,4,Married,6854,15696,4,Y,No,15,3,2,80,1,14,2,2,7,1,1,7,Sedang (5000-10000),1-2 Tahun,50+,6-10 km,6,,10.575932502746582,-15.769577980041504
1220,50,0.0,Non-Travel,881,Research & Development,2,4,Life Sciences,1,1,Male,98,3,4,Manager,1,Divorced,17924,4544,1,Y,No,11,3,4,80,1,31,3,3,31,6,14,7,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,-1,,,
1221,29,1.0,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Y,Yes,11,3,4,80,1,1,1,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,1,,-38.53329086303711,29.73383903503418
1222,36,0.0,Travel_Rarely,329,Sales,16,4,Marketing,1,3,Female,98,2,2,Sales Executive,1,Married,5647,13494,4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,6,,-7.272665977478027,-16.252685546875
1223,45,0.0,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,1,2,Male,59,3,3,Research Scientist,1,Divorced,9724,18787,2,Y,No,17,3,3,80,1,25,2,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,6-10 km,0,Risiko Sedang,34.96312713623047,-19.81693458557129
1224,50,1.0,Travel_Frequently,562,Sales,8,2,Technical Degree,1,2,Male,50,3,2,Sales Executive,3,Married,6796,23452,3,Y,Yes,14,3,1,80,1,18,4,3,4,3,1,3,Sedang (5000-10000),1-2 Tahun,50+,6-10 km,8,,-6.345998287200928,36.621307373046875
1225,39,,Non-Travel,105,Research & Development,9,3,Life Sciences,1,4,Male,87,3,5,Manager,4,Single,19431,15302,2,Y,No,13,3,3,80,0,21,3,2,6,0,1,3,Sangat Tinggi (>15000),1-2 Tahun,30-39,6-10 km,0,Risiko Sedang,46.195682525634766,-18.924882888793945
1226,27,,Travel_Rarely,954,Sales,9,3,Marketing,1,4,Male,44,3,2,Sales Executive,4,Single,4105,5099,1,Y,No,14,3,1,80,0,7,5,3,7,7,0,7,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,4,Risiko Tinggi,0.16255904734134674,-2.5125768184661865
1227,33,0.0,Travel_Frequently,827,Research & Development,1,4,Other,1,3,Female,84,4,2,Healthcare Representative,2,Married,5488,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,8,,4.492030143737793,36.71840286254883
1228,46,0.0,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,6,,11.159619331359863,-15.450541496276855
1229,27,,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1,4,Female,53,3,1,Laboratory Technician,4,Single,2379,19826,0,Y,Yes,14,3,3,80,0,6,3,2,5,4,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,3,,-26.280614852905273,28.324779510498047
1230,55,,Travel_Rarely,478,Research & Development,2,3,Medical,1,3,Male,60,2,5,Research Director,1,Married,19038,19805,8,Y,No,12,3,2,80,3,34,2,3,1,0,0,0,Sangat Tinggi (>15000),Baru Dipromosikan,50+,0-5 km,-1,,,
1231,54,0.0,Travel_Rarely,397,Human Resources,19,4,Medical,1,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,Tinggi (10000-15000),> 5 Tahun,50+,11-20 km,2,,49.986331939697266,17.842308044433594
1232,47,0.0,Travel_Rarely,249,Sales,2,2,Marketing,1,3,Female,35,3,2,Sales Executive,4,Married,4537,17783,0,Y,Yes,22,4,1,80,1,8,2,3,7,6,7,7,Rendah (< 5000),> 5 Tahun,40-49,0-5 km,2,,48.20241165161133,9.174458503723145
1233,33,0.0,Travel_Rarely,1216,Sales,8,4,Marketing,1,3,Male,39,3,2,Sales Executive,3,Divorced,7104,20431,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,4,Risiko Tinggi,-3.7404322624206543,6.494665622711182
1234,35,0.0,Travel_Rarely,607,Research & Development,9,3,Life Sciences,1,4,Female,66,2,3,Manufacturing Director,3,Married,10685,23457,1,Y,Yes,20,4,2,80,1,17,2,3,17,14,5,15,Tinggi (10000-15000),3-5 Tahun,30-39,6-10 km,7,Risiko Rendah,21.01304817199707,27.46867561340332
1235,39,0.0,Non-Travel,439,Research & Development,9,3,Life Sciences,1,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,6,,3.386730670928955,-31.666906356811523
1236,38,0.0,Travel_Rarely,688,Research & Development,23,4,Life Sciences,1,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,Y,No,14,3,2,80,1,10,2,3,2,2,1,2,Sedang (5000-10000),1-2 Tahun,30-39,21-30 km,6,,-8.374144554138184,-32.51369094848633
1237,55,,Travel_Rarely,685,Sales,26,5,Marketing,1,3,Male,60,2,5,Manager,4,Married,19586,23037,1,Y,No,21,4,3,80,1,36,3,3,36,6,2,13,Sangat Tinggi (>15000),1-2 Tahun,50+,21-30 km,-1,,,
1238,54,0.0,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0,Tinggi (10000-15000),> 5 Tahun,50+,0-5 km,2,,54.23482131958008,22.383392333984375
1239,37,0.0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,8,,-7.168199062347412,26.33477020263672
1240,20,0.0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,,-27.547176361083984,1.4148833751678467
1241,40,0.0,Travel_Frequently,720,Research & Development,16,4,Medical,1,1,Male,51,2,2,Laboratory Technician,3,Single,5094,11983,6,Y,No,14,3,4,80,0,10,6,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,11-20 km,6,,-0.3761458098888397,-33.631202697753906
1242,51,0.0,Travel_Frequently,237,Sales,9,3,Life Sciences,1,4,Male,83,3,5,Manager,2,Divorced,19847,19196,4,Y,Yes,24,4,1,80,1,31,5,2,29,10,11,10,Sangat Tinggi (>15000),> 5 Tahun,50+,6-10 km,-1,,,
1243,34,1.0,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Y,Yes,24,4,4,80,0,9,3,3,9,7,0,6,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,8,,1.299208641052246,24.350168228149414
1244,34,0.0,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1,4,Female,86,2,1,Laboratory Technician,2,Married,3294,3708,5,Y,No,17,3,1,80,1,7,2,2,5,4,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,5,,-25.80284881591797,-37.14860534667969
1245,42,0.0,Travel_Rarely,319,Research & Development,24,3,Medical,1,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8,Sedang (5000-10000),3-5 Tahun,40-49,21-30 km,2,,41.353580474853516,11.215134620666504
1246,35,,Non-Travel,1180,Research & Development,2,2,Medical,1,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,24442,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,4,Risiko Tinggi,8.124154090881348,-5.899877071380615
1247,29,,Travel_Rarely,428,Sales,9,3,Marketing,1,2,Female,52,1,1,Sales Representative,2,Single,2760,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,1,,-39.147762298583984,1.3273162841796875
1248,29,,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,4,Female,91,2,1,Research Scientist,1,Divorced,2109,10007,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,1,,-39.003578186035156,10.144662857055664
1249,30,0.0,Non-Travel,990,Research & Development,7,3,Technical Degree,1,3,Male,64,3,1,Research Scientist,3,Divorced,1274,7152,1,Y,No,13,3,2,80,2,1,2,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,1,,-30.803001403808594,-3.6998441219329834
1250,43,,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,3,Male,38,2,1,Research Scientist,3,Married,2437,15587,9,Y,Yes,16,3,4,80,1,6,4,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,11-20 km,3,,-16.9047794342041,19.217571258544922
1251,50,0.0,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,3,Female,53,3,5,Manager,2,Single,19926,17053,3,Y,No,15,3,2,80,0,21,5,3,5,4,4,4,Sangat Tinggi (>15000),3-5 Tahun,50+,11-20 km,0,Risiko Sedang,47.09091567993164,-14.03994369506836
1252,29,,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2,Sedang (5000-10000),Baru Dipromosikan,< 30,0-5 km,8,,-6.457615375518799,15.0858736038208
1253,31,0.0,Travel_Rarely,1082,Research & Development,1,4,Medical,1,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,Y,No,17,3,2,80,0,1,4,3,1,1,1,0,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,1,,-37.43980026245117,7.289676666259766
1254,38,,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1,Male,100,3,1,Human Resources,2,Divorced,2592,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8,Rendah (< 5000),3-5 Tahun,30-39,0-5 km,7,Risiko Rendah,32.44865798950195,20.811603546142578
1255,41,0.0,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1,4,Female,75,3,2,Research Scientist,4,Divorced,5467,13953,3,Y,Yes,14,3,1,80,2,12,4,2,6,2,3,3,Sedang (5000-10000),3-5 Tahun,40-49,21-30 km,8,,-7.510053634643555,31.93838119506836
1256,36,,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,3,Female,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1,Rendah (< 5000),1-2 Tahun,30-39,11-20 km,3,,-14.166637420654297,21.360803604125977
1257,41,0.0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,Y,No,13,3,2,80,1,21,2,2,7,6,7,7,Sangat Tinggi (>15000),> 5 Tahun,40-49,6-10 km,2,,52.83000946044922,-3.484452486038208
1258,52,0.0,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,1,4,Male,70,3,4,Manager,4,Married,17099,13829,2,Y,No,15,3,2,80,1,26,2,2,9,8,7,8,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,0,Risiko Sedang,48.286163330078125,-11.85705852508545
1259,40,0.0,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1,3,Male,98,3,2,Research Scientist,4,Single,4661,22455,1,Y,No,13,3,3,80,0,9,4,3,9,8,8,8,Rendah (< 5000),> 5 Tahun,40-49,0-5 km,2,,41.38705062866211,20.331750869750977
1260,49,0.0,Travel_Frequently,636,Research & Development,10,4,Life Sciences,1,3,Female,35,3,5,Research Director,1,Single,18665,25594,9,Y,Yes,11,3,4,80,0,22,4,3,3,2,1,2,Sangat Tinggi (>15000),1-2 Tahun,40-49,6-10 km,-1,,,
1261,27,0.0,Travel_Rarely,205,Sales,10,3,Marketing,1,4,Female,98,2,2,Sales Executive,4,Married,5769,7100,1,Y,Yes,11,3,4,80,0,6,3,3,6,2,4,4,Sedang (5000-10000),3-5 Tahun,< 30,6-10 km,7,Risiko Rendah,21.211828231811523,20.161670684814453
1262,38,0.0,Travel_Rarely,371,Research & Development,2,3,Life Sciences,1,4,Male,45,3,1,Research Scientist,4,Single,3944,4306,5,Y,Yes,11,3,3,80,0,6,3,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,3,,-20.081335067749023,20.650005340576172
1263,51,0.0,Travel_Frequently,541,Sales,2,3,Marketing,1,2,Male,52,3,3,Sales Executive,2,Married,10596,15395,2,Y,No,11,3,2,80,0,14,5,3,4,2,3,2,Tinggi (10000-15000),3-5 Tahun,50+,0-5 km,0,Risiko Sedang,31.6450138092041,-7.472782135009766
1264,40,0.0,Travel_Rarely,896,Research & Development,2,3,Medical,1,3,Male,68,3,1,Research Scientist,3,Divorced,2345,8045,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,5,,-40.790374755859375,-20.411849975585938
1265,29,0.0,Travel_Rarely,1401,Research & Development,6,1,Medical,1,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,5,,-30.368274688720703,-18.249568939208984
1266,40,0.0,Travel_Rarely,658,Sales,10,4,Marketing,1,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,Y,No,12,3,2,80,1,11,2,2,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,6-10 km,0,Risiko Sedang,20.64535903930664,-28.74074935913086
1267,51,,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,1,Female,53,3,3,Manager,3,Married,13116,22984,2,Y,No,11,3,4,80,0,15,2,3,2,2,2,2,Tinggi (10000-15000),1-2 Tahun,50+,0-5 km,0,Risiko Sedang,31.46824073791504,-7.914487361907959
1268,34,,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1,4,Male,92,2,2,Healthcare Representative,3,Married,5063,15332,1,Y,No,14,3,2,80,1,8,3,2,8,2,7,7,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,2,,41.78008270263672,22.52113151550293
1269,30,0.0,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,4,Risiko Tinggi,0.5584867596626282,0.22500109672546387
1270,49,,Travel_Frequently,1023,Sales,2,3,Medical,1,4,Male,63,2,2,Sales Executive,2,Married,5390,13243,2,Y,No,14,3,4,80,0,17,3,2,9,6,0,8,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,6,,9.878195762634277,-19.931838989257812
1271,29,0.0,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,4,Risiko Tinggi,-0.08034489303827286,10.101141929626465
1272,35,0.0,Travel_Rarely,662,Sales,1,5,Marketing,1,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,Y,No,13,3,1,80,2,10,3,3,10,8,0,6,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,0,Risiko Sedang,15.570141792297363,-11.162551879882812
1273,45,0.0,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,4,Female,90,3,4,Manager,4,Married,17650,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1,Sangat Tinggi (>15000),1-2 Tahun,40-49,11-20 km,0,Risiko Sedang,46.91243362426758,-17.396650314331055
1274,50,,Travel_Frequently,333,Research & Development,22,5,Medical,1,3,Male,88,1,4,Research Director,4,Single,14411,24450,1,Y,Yes,13,3,4,80,0,32,2,3,32,6,13,9,Tinggi (10000-15000),> 5 Tahun,50+,21-30 km,-1,,,
1275,43,0.0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1,Tinggi (10000-15000),Baru Dipromosikan,40-49,21-30 km,0,Risiko Sedang,25.88376808166504,-22.258216857910156
1276,32,,Travel_Rarely,267,Research & Development,29,4,Life Sciences,1,3,Female,49,2,1,Laboratory Technician,2,Single,2837,15919,1,Y,No,13,3,3,80,0,6,3,3,6,2,4,1,Rendah (< 5000),3-5 Tahun,30-39,21-30 km,2,,30.26384162902832,8.575096130371094
1277,47,0.0,Travel_Rarely,359,Research & Development,2,4,Medical,1,1,Female,82,3,4,Research Director,3,Married,17169,26703,3,Y,No,19,3,2,80,2,26,2,4,20,17,5,6,Sangat Tinggi (>15000),3-5 Tahun,40-49,0-5 km,0,Risiko Sedang,53.43622589111328,-11.522725105285645
1278,51,0.0,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,1,4,Female,82,2,4,Manufacturing Director,2,Single,13142,24439,3,Y,No,16,3,2,80,0,29,1,2,5,2,0,3,Tinggi (10000-15000),Baru Dipromosikan,50+,11-20 km,0,Risiko Sedang,35.32810592651367,-21.91530990600586
1279,46,0.0,Travel_Rarely,566,Research & Development,7,2,Medical,1,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,24208,6,Y,No,13,3,2,80,1,13,3,3,8,7,0,7,Tinggi (10000-15000),Baru Dipromosikan,40-49,6-10 km,0,Risiko Sedang,22.928112030029297,-21.13120460510254
1280,44,1.0,Travel_Rarely,1376,Human Resources,1,2,Medical,1,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6,Tinggi (10000-15000),3-5 Tahun,40-49,0-5 km,2,,58.50839614868164,24.176414489746094
1281,29,0.0,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7,Sangat Tinggi (>15000),1-2 Tahun,< 30,0-5 km,0,Risiko Sedang,23.386552810668945,-7.445406436920166
1282,46,0.0,Travel_Rarely,526,Sales,1,2,Marketing,1,2,Female,92,3,3,Sales Executive,1,Divorced,10453,2137,1,Y,No,25,4,3,80,3,24,2,3,24,13,15,7,Tinggi (10000-15000),> 5 Tahun,40-49,0-5 km,2,,63.78409957885742,6.329597473144531
1283,48,,Travel_Frequently,365,Research & Development,4,5,Medical,1,3,Male,89,2,4,Manager,4,Married,15202,5602,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,0,Risiko Sedang,43.7038688659668,-15.404304504394531
1284,40,,Non-Travel,1142,Research & Development,8,2,Life Sciences,1,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Y,Yes,18,3,3,80,0,8,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,40-49,6-10 km,3,,-20.941085815429688,20.121915817260742
1285,29,1.0,Travel_Rarely,341,Sales,1,3,Medical,1,2,Female,48,2,1,Sales Representative,3,Divorced,2800,23522,6,Y,Yes,19,3,3,80,3,5,3,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,3,,-17.413410186767578,25.024066925048828
1286,40,0.0,Travel_Rarely,759,Sales,2,2,Marketing,1,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,6,,-5.814094543457031,-29.467426300048828
1287,30,1.0,Travel_Frequently,334,Sales,26,4,Marketing,1,3,Female,52,2,2,Sales Executive,1,Single,6696,22967,5,Y,No,15,3,3,80,0,9,5,2,6,3,0,1,Sedang (5000-10000),Baru Dipromosikan,30-39,21-30 km,6,,-5.399281024932861,-15.157958030700684
1288,42,0.0,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,4,Female,43,2,2,Manufacturing Director,4,Married,6062,4051,9,Y,Yes,13,3,4,80,1,8,4,3,4,3,0,2,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,8,,-10.742873191833496,16.170854568481445
1289,41,0.0,Non-Travel,509,Research & Development,2,4,Other,1,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,8,,-0.08521729707717896,38.20768356323242
1290,42,,Non-Travel,335,Research & Development,23,2,Life Sciences,1,4,Male,37,2,2,Research Scientist,3,Single,4332,14811,1,Y,No,12,3,4,80,0,20,2,3,20,9,3,7,Rendah (< 5000),3-5 Tahun,40-49,21-30 km,7,Risiko Rendah,26.100059509277344,21.63718032836914
1291,42,0.0,Non-Travel,495,Research & Development,2,1,Life Sciences,1,3,Male,37,3,4,Manager,3,Married,17861,26582,0,Y,Yes,13,3,4,80,0,21,3,2,20,8,2,10,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,0,Risiko Sedang,59.90554428100586,-12.67655086517334
1292,25,0.0,Travel_Rarely,622,Sales,13,1,Medical,1,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,5,,-32.8476448059082,-16.389923095703125
1293,32,,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,5,,-20.40666389465332,-37.160804748535156
1294,43,,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,1,Male,92,3,2,Sales Executive,4,Married,5675,19246,1,Y,No,20,4,3,80,1,7,5,3,7,7,7,7,Sedang (5000-10000),> 5 Tahun,40-49,0-5 km,2,,42.505226135253906,19.341962814331055
1295,26,,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,2,Female,90,2,1,Research Scientist,3,Married,2933,14908,1,Y,Yes,13,3,3,80,1,1,3,2,1,0,1,0,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,,-41.2895622253418,23.604053497314453
1296,38,,Travel_Rarely,903,Research & Development,2,3,Medical,1,3,Male,81,3,2,Manufacturing Director,2,Married,4855,7653,4,Y,No,11,3,1,80,2,7,2,3,5,2,1,4,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,6,,-11.517735481262207,-20.174585342407227
1297,31,1.0,Travel_Rarely,1365,Sales,13,4,Medical,1,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2,Rendah (< 5000),1-2 Tahun,30-39,11-20 km,4,Risiko Tinggi,-17.691848754882812,-9.029903411865234
1298,27,,Travel_Rarely,155,Research & Development,4,3,Life Sciences,1,2,Male,87,4,2,Manufacturing Director,2,Married,6142,5174,1,Y,Yes,20,4,2,80,1,6,0,3,6,2,0,3,Sedang (5000-10000),Baru Dipromosikan,< 30,0-5 km,8,,4.8557844161987305,36.30753707885742
1299,41,0.0,Travel_Rarely,483,Research & Development,6,3,Medical,1,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Y,Yes,15,3,4,80,0,8,3,3,5,4,1,2,Sedang (5000-10000),1-2 Tahun,40-49,6-10 km,8,,-11.894057273864746,19.084857940673828
1300,36,0.0,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,3,Female,53,3,2,Manufacturing Director,2,Single,5410,2323,9,Y,Yes,11,3,4,80,0,18,2,3,16,14,5,12,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,2,,50.032623291015625,29.301925659179688
1301,38,0.0,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2,Sedang (5000-10000),1-2 Tahun,30-39,11-20 km,4,Risiko Tinggi,-17.631799697875977,-10.419645309448242
1302,35,0.0,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,1,4,Female,40,4,1,Research Scientist,3,Single,2506,13301,3,Y,No,13,3,3,80,0,7,0,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,5,,-39.864784240722656,-23.089458465576172
1303,45,0.0,Non-Travel,1050,Sales,9,4,Life Sciences,1,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12,Sedang (5000-10000),3-5 Tahun,40-49,6-10 km,7,Risiko Rendah,27.918020248413086,21.601856231689453
